capital_invertido;provincia;gastos_por_prestamos;deudas_corto_plazo;patrimonio_empresa;total_activo;numero_empleados;ventas_netas;canal_principal;cantidad_canales_venta;vende_por_catalogo;vende_con_comisionistas;vende_a_domicilio;vende_en_linea;vende_en_ferias;vende_en_maquinas_venta;vende_en_tienda;otros_medios_venta;vende_por_telefono;publicidad;uso_de_software;sobrevive_2años
280000;1501;1436016;435153;231726;666879;12;7613595;1;2;False;True;False;False;False;False;True;False;False;True;False;False
250743;1501;1339815;301431;377931;679362;11;8543028;1;1;False;False;False;False;False;False;True;False;False;False;False;False
236961;1501;573776;454395;2188099;2642494;6;2424613;1;1;False;False;False;False;False;False;True;False;False;False;False;True
515196;1501;776301;203099;1557732;1869556;10;7769547;7;1;False;False;False;False;False;True;False;False;False;False;False;False
2478553;1501;1202344;1739998;2426149;4166147;13;6853189;3;3;True;False;False;False;False;False;True;False;True;True;False;True
1112104;1502;864970;0;1692862;5799676;14;7979041;1;1;False;False;False;False;False;False;True;False;False;False;False;True
11654;1501;1863294;200217;2150917;2351134;16;7823329;7;1;False;False;False;False;False;True;False;False;False;False;False;True
1201000;1501;1703155;159197;2017257;2176454;18;8402921;1;2;False;True;False;False;False;False;True;False;False;False;False;True
11654;1501;667040;0;1313455;1313455;8;2402779;1;1;False;False;False;False;False;False;True;False;False;False;False;True
1095046;1501;735464;513793;1892625;2406418;7;2768365;1;1;False;False;False;False;False;False;True;False;False;True;False;True
1000000;1501;3001326;2536779;5865724.375;10903176;14;8146269;1;1;False;False;False;False;False;False;True;False;False;False;True;True
635100;1501;880084;2936672;2162091;5098763;10;7584019;1;1;False;False;False;False;False;False;True;False;False;False;False;True
700330;1501;930114;1362571;916372;2278943;12;4459715;1;1;False;False;False;False;False;False;True;False;False;True;True;True
127700;1501;930087;145737;1340426;1486163;3;6882335;7;1;False;False;False;False;False;True;False;False;False;False;False;True
1003169;1501;2404177;4630231;2448306;7653630;16;6076397;4;3;True;True;False;False;True;False;False;False;False;True;False;True
1003169;1501;2727805;2869550;3349016;6316467;21;7069990;4;1;False;True;False;False;False;False;False;False;False;True;False;True
2478553;1501;3281143.25;2068145;5865724.375;11533479.75;29;8940306;6;5;False;True;True;True;True;False;False;False;True;False;False;True
285000;1501;2153224;5277292;3621800;11533479.75;6;7445267;1;1;False;False;False;False;False;False;True;False;False;True;False;True
574614;1501;2017285;4153493;5865724.375;11533479.75;14;6743440;1;1;False;False;False;False;False;False;True;False;False;True;False;True
0;1501;149864;3740928;1650743;5391671;6;149864;1;1;False;False;False;False;False;False;True;False;False;False;True;True
690380;1501;485100;224743;3393457;3645033;9;4239144;1;1;False;False;False;False;False;False;True;False;False;False;False;True
580541;1501;332206;99900;1050740;1150640;5;2260120;1;1;False;False;False;False;False;False;True;False;False;True;False;True
1173415;1501;848918;888759;2495408;3384167;4;6053759;1;2;False;False;False;False;False;False;True;False;True;False;False;True
800000;1501;1945903;2997952;2062453;5060405;22;6943098;2;2;False;True;True;False;False;False;False;False;False;False;False;True
1220000;1501;683420;1199538;3514858;4714396;13;9017709;1;1;False;False;False;False;False;False;True;False;False;True;False;True
2478553;1501;1362941;2038400;5865724.375;11533479.75;13;3211348;1;1;False;False;False;False;False;False;True;False;False;False;False;True
2478553;1501;3281143.25;3032260;5865724.375;11533479.75;31;7487194;7;1;False;False;False;False;False;True;False;False;False;True;False;False
1921763;1501;3281143.25;2295059;5610805;11533479.75;1;7966819;5;1;False;False;False;False;False;False;False;False;True;False;False;True
2478553;1501;318052;4582685;5865724.375;11533479.75;39;4494062;4;2;False;True;False;False;False;False;False;False;True;False;False;True
1666526;1501;296600;5277292;2253951;10910556;15;1430583;5;1;False;False;False;False;False;False;False;False;True;False;True;True
80000;1501;257908;5277292;3503082;9067696;16;1278484;5;1;False;False;False;False;False;False;False;False;True;True;True;True
2478553;1501;2263088;5277292;3102475;10847297;9;5976248;5;2;False;False;False;False;False;False;True;False;True;True;False;True
254981;1501;683433;341512;2755232;3096744;8;4529222;1;1;False;False;False;False;False;False;True;False;False;False;True;True
2200000;1501;1073521;0;2406493;3758177;24;6943211;1;1;False;False;False;False;False;False;True;False;False;False;True;True
1121311;1501;103059;1065584;1666580;3808173;11;7609560;1;2;False;False;True;False;False;False;True;False;False;True;False;True
20000;1501;1225916;575976;2774610;3350586;14;2721903;1;2;True;False;False;False;False;False;True;False;False;True;True;True
1265837;1501;1003159;703437;1677191;2380628;24;3039564;1;1;False;False;False;False;False;False;True;False;False;True;True;True
84000;1501;2313801;164781;1182687;1347468;7;9060891;7;1;False;False;False;False;False;True;False;False;False;True;True;True
1500000;1501;1343435;0;3380611;5102815;11;7258111;1;1;False;False;False;False;False;False;True;False;False;False;True;True
107828;1501;597029;654357;4777399;5431756;7;8147763;1;1;False;False;False;False;False;False;True;False;False;False;True;True
1454211;1501;466181;4054541;2330392;6384933;2;5829117;1;1;False;False;False;False;False;False;True;False;False;True;False;True
326439;1501;212728;61537;375194;733194;5;2211995;1;1;False;False;False;False;False;False;True;False;False;True;False;False
555000;1501;637017;2119642;2025729;4145371;6;8145605;1;3;False;False;True;False;False;False;True;False;True;True;False;True
50000;1501;555077;2692061;5865724.375;8950600;4;4884070;1;1;False;False;False;False;False;False;True;False;False;True;False;True
90000;1501;845669;909830;1429217;2339047;16;8909659;1;1;False;False;False;False;False;False;True;False;False;False;True;True
251671;1501;1409576;0;1021258;1023662;12;8845993;7;1;False;False;False;False;False;True;False;False;False;True;False;True
2001400;1501;1365600;1327161;4658527;5985688;19;8193525;7;1;False;False;False;False;False;True;False;False;False;True;False;True
871350;1501;1420152;1054367;4925111;5979478;19;8807886;7;1;False;False;False;False;False;True;False;False;False;False;False;True
178000;1501;666900;619710;448725;1068435;5;5334293;1;1;False;False;False;False;False;False;True;False;False;True;False;False
702061;1501;1520800;1291660;1991585;3283245;4;5556344;1;1;False;False;False;False;False;False;True;False;False;False;False;True
253888;1501;1789646;310688;646625;969995;23;8461246;1;1;False;False;False;False;False;False;True;False;False;True;False;True
277718;1501;1930944;1895802;3433366;5329168;15;6758305;3;3;True;False;False;False;False;False;True;False;True;True;False;True
606943;1501;105469;849417;596518;1445935;29;2184309;1;3;False;False;False;False;True;False;True;False;True;True;False;True
529300;1501;1639372;689815;2767992;3457807;15;7995590;1;1;False;False;False;False;False;False;True;False;False;False;False;True
734110;1501;1009649;928847;1705210;2634057;15;4915213;1;1;False;False;False;False;False;False;True;False;False;True;False;True
30022;1501;1411552;0;2341826;2909970;11;7314506;1;1;False;False;False;False;False;False;True;False;False;True;True;True
804550;1501;0;712284;1093693;1805977;2;3861904;1;3;False;False;True;False;False;False;True;False;True;False;False;True
410000;1501;693144;367978;1082284;1450262;5;8361631;1;1;False;False;False;False;False;False;True;False;False;True;False;True
1000;1501;860916;95827;1323201;1419028;8;8001402;1;1;False;False;False;False;False;False;True;False;False;False;False;True
410000;1501;1307022;0;1620513;1620513;8;7770955;1;1;False;False;False;False;False;False;True;False;False;False;False;True
21219;1501;1042275;50301;1984540;2180121;5;8619388;1;1;False;False;False;False;False;False;True;False;False;False;True;True
16475;1501;1325462;1866430;1790201;3656631;15;5628666;1;1;False;False;False;False;False;False;True;False;False;False;True;True
327000;1501;503529;626874;2462395;3089269;6;7531949;1;1;False;False;False;False;False;False;True;False;False;True;False;True
835870;1501;364803;5571;1647798;1759371;11;7390512;7;1;False;False;False;False;False;True;False;False;False;False;False;True
835870;1501;364803;5571;1647798;1759371;11;7390512;0;0;True;True;True;True;True;True;True;True;True;False;False;True
1500000;1501;1420410;732355;4184491;4976088;29;5428014;1;1;False;False;False;False;False;False;True;False;False;True;False;True
1678592;1501;94185;772546;4518158;5300094;9;8102782;1;1;False;False;False;False;False;False;True;False;False;False;False;True
806527;1501;3281143.25;2194127;1805466;3999593;12;7706690;9;0;False;False;False;False;False;False;False;False;False;False;False;True
650000;1501;363300;16142;723946;3954029;3;7240862;1;1;False;False;False;False;False;False;True;False;False;True;False;True
1453541;1501;1677009;5130647;2103570;11533479.75;28;7128280;9;1;False;False;False;False;False;False;False;True;False;False;True;True
2478553;1501;374819;5277292;0;6252848;11;1014880;3;1;True;False;False;False;False;False;False;False;False;True;False;True
642495;1501;667581;1086905;753244;1840149;19;3282919;1;3;False;False;True;False;False;False;True;False;True;False;True;True
291909;1501;3281143.25;316563;3250859;3567422;11;8956200;1;3;True;False;False;True;False;False;True;False;False;False;False;False
2478553;1501;3281143.25;360395;5435605;11533479.75;14;8966253;5;2;False;False;False;False;False;False;True;False;True;False;False;True
2478553;1501;3281143.25;360395;5435605;11533479.75;16;8966253;0;0;True;True;True;True;True;True;True;True;True;False;False;True
1000000;1501;722819;1785599;831406;4697140;9;4289877;9;0;False;False;False;False;False;False;False;False;False;False;True;True
214286;1501;584422;898652;815915;2020543;18;7185422;3;1;True;False;False;False;False;False;False;False;False;True;False;True
380000;1501;1360376;314479;1558988;1973389;4;6953057;1;1;False;False;False;False;False;False;True;False;False;True;False;False
2360000;1501;1834708;1719454;5865724.375;11533479.75;16;7323252;1;2;True;False;False;False;False;False;True;False;False;True;False;True
800762;1501;2957090;749085;4158020;5042588;38;7864440;3;3;True;False;False;False;False;False;True;False;True;False;True;True
1224470;1501;1321607;5277292;5865724.375;11533479.75;36;8705113;6;4;True;False;True;True;False;False;False;False;True;True;False;True
1914028;1501;2185534;1241433;1567445;3153188;15;7173499;1;3;False;False;False;False;False;False;True;False;True;False;True;True
500000;1501;2285749;5277292;3321590;9928947;13;6437550;3;0;False;False;False;False;False;False;False;False;False;True;True;True
2478553;1501;668860;2137572;2627479;4765051;15;6746854;1;1;False;False;False;False;False;False;True;False;False;True;True;True
10000;1501;610360;1083238;1991337;3106698;6;5313436;1;1;False;False;False;False;False;False;True;False;False;False;False;True
100000;1501;141862;455284;560540;1015824;18;1996704;1;1;False;False;False;False;False;False;True;False;False;True;False;False
1500218;1501;223368;2320668;5865724.375;9441824;9;4423523;1;1;False;False;False;False;False;False;True;False;False;False;True;True
659000;1501;2020671;1300398;1531553;2831951;7;5739145;1;2;False;False;False;False;False;False;True;False;True;True;False;True
1446929;1501;0;370021;1559419;1929440;3;7674725;6;2;False;False;False;True;False;False;False;False;True;False;False;True
1799250;1501;1830134;5277292;3983061;9386344;21;8045631;1;1;False;False;False;False;False;False;True;False;False;True;False;True
400400;1501;1729965;215633;2217778;4114812;5;8331911;1;1;False;False;False;False;False;False;True;False;False;True;False;True
2089845;1501;1003807;3775484;3550058;7325542;5;4305567;1;1;False;False;False;False;False;False;True;False;False;False;False;True
150000;1501;809620;188010;890736;1078746;13;7239462;7;1;False;False;False;False;False;True;False;False;False;False;False;False
1600800;1501;2052921;1335886;1615580;2952109;20;8413896;1;1;False;False;False;False;False;False;True;False;False;False;False;True
951442;1501;1020529;456035;1214280;1670315;6;6014154;1;1;False;False;False;False;False;False;True;False;False;True;True;True
1;1501;1672366;2565944;3295444;5861388;13;6553379;1;3;False;False;False;True;False;False;True;False;True;True;False;False
451112;1501;777216;995404;3906537;5622892;12;4572650;1;3;False;False;True;False;False;False;True;False;True;False;False;True
905301;1501;92333;1032536;2172413;4168497;13;8909187;1;1;False;False;False;False;False;False;True;False;False;False;False;True
905301;1501;92333;1032536;2172413;4168497;13;8909187;0;0;True;True;True;True;True;True;True;True;True;False;False;True
2098;1501;51098;166924;923758;1090682;3;6265750;1;3;False;False;True;False;False;False;True;False;True;False;False;False
16200;1501;281218;186169;371067;729369;4;2278948;1;2;False;False;False;False;False;False;True;False;True;False;False;False
1200000;1501;607361;4125067;1300716;5425783;7;8329728;1;2;False;False;False;False;False;False;True;False;True;False;False;True
396031;1501;590360;105270;2036201;4681959;5;2146615;3;2;True;False;False;True;False;False;False;False;False;False;False;True
420000;1501;30223;1147245;2712136;3859381;12;7937220;1;3;False;False;True;False;False;False;True;False;True;True;True;True
539978;1501;601429;106934;0;682730;12;8937391;1;2;False;False;False;False;False;False;True;False;True;False;False;False
2129;1501;316465;6326;1923367;1929693;6;6881461;1;1;False;False;False;False;False;False;True;False;False;True;True;True
1410000;1501;1374973;360979;5865724.375;11533479.75;22;7011678;1;1;False;False;False;False;False;False;True;False;False;False;False;True
340300;1501;891242;3163923;1054133;4218056;17;5265585;4;1;False;True;False;False;False;False;False;False;False;False;False;True
450126;1501;3141769;602;1123672;1124274;5;3141779;1;1;False;False;False;False;False;False;True;False;False;False;False;True
2478553;1501;91825;5277292;5865724.375;11533479.75;26;911412;9;0;False;False;False;False;False;False;False;False;False;False;False;True
310280;1501;76597;794;502971;716019;3;2909082;1;1;False;False;False;False;False;False;True;False;False;False;False;False
1354810;1501;519114;58829;1916458;1975287;12;4801631;1;1;False;False;False;False;False;False;True;False;False;False;False;True
2116233;1501;110631;1900248;1608103;4794066;10;7485981;2;3;False;False;True;False;False;False;True;False;True;True;False;True
1800000;1501;966146;1196300;4476205;5672505;8;6960452;9;0;False;False;False;False;False;False;False;False;False;False;False;True
1519827;1501;1491184;2762039;2518175;5451426;17;8490446;1;1;False;False;False;False;False;False;True;False;False;False;True;True
1519827;1501;1491184;2762039;2518175;5451426;17;8490446;0;0;True;True;True;True;True;True;True;True;True;True;True;False
1300110;1501;3281143.25;2033235;5553124;10082687;36;8155946;7;3;False;False;False;False;False;True;True;False;False;False;True;True
100000;1501;3281143.25;2317819;4305287;9123570;36;7750865;7;2;False;False;False;False;False;True;True;False;False;False;True;False
1300110;1501;865571;936311;4905680;9138072;15;4245535;1;1;False;False;False;False;False;False;True;False;False;True;True;True
717075;1501;285786;352076;1614532;2204258;28;7755285;2;3;False;False;True;False;False;False;True;False;True;False;True;True
836530;1501;19845;114964;1764894;1889614;34;8433801;1;2;False;False;False;True;False;False;True;False;False;False;False;True
1765108;1501;387291;1929144;2691740;4620884;2;2549048;6;5;True;False;True;True;False;False;True;False;True;False;False;True
136738;1501;756945;1037336;2200466;4117411;9;3221428;1;1;False;False;False;False;False;False;True;False;False;True;False;True
383350;1501;565294;1383269;2793103;4176372;7;3337923;1;1;False;False;False;False;False;False;True;False;False;False;True;True
250000;1501;698243;148529;1164892;1313421;7;6511900;7;1;False;False;False;False;False;True;False;False;False;True;True;False
2478553;1501;107993;2857200;2995624;5852824;28;719953;2;2;False;False;True;False;False;False;True;False;False;True;False;True
465000;1501;882436;27549;2176930;3564465;9;3641943;1;1;False;False;False;False;False;False;True;False;False;True;True;True
530000;1501;1366406;1637788;2919151;4556939;6;7739472;7;1;False;False;False;False;False;True;False;False;False;True;False;True
530000;1501;748549;359631;3457524;3817155;9;6387417;7;1;False;False;False;False;False;True;False;False;False;True;False;True
33000;1501;365938;1247636;1083017;2330653;5;7499814;1;1;False;False;False;False;False;False;True;False;False;False;False;True
349040;1501;1146126;1644742;686848;2331590;9;5014300;1;0;False;False;False;False;False;False;False;False;False;True;False;False
59707;1501;579257;97763;1480890;1578653;4;4030395;9;0;False;False;False;False;False;False;False;False;False;True;False;True
790261;1501;481066;392590;2581330;2973920;6;6098538;1;1;False;False;False;False;False;False;True;False;False;False;False;True
153590;1501;711448;298984;1975426;3222087;8;4181095;1;1;False;False;False;False;False;False;True;False;False;True;False;True
1643792;1501;1187653;971307;5028205;5999512;16;6601606;1;1;False;False;False;False;False;False;True;False;False;False;False;True
1272668;1501;703853;985578;1340265;2325843;6;7276639;1;1;False;False;False;False;False;False;True;False;False;True;False;True
315631;1501;703853;985578;1340265;2325843;6;7276639;0;0;True;True;True;True;True;True;True;True;True;False;False;True
89658;1501;345107;337488;204544;542032;2;2197108;1;1;False;False;False;False;False;False;True;False;False;False;False;False
350000;1501;1674460;2556158;319041;2893648;14;8496877;4;3;False;False;False;False;True;False;True;False;False;True;True;False
2478553;1501;900653;992799;5865724.375;10271459;7;8601304;9;0;False;False;False;False;False;False;False;False;False;False;False;True
2478553;1501;1500541;5277292;5865724.375;11533479.75;4;8790193;9;1;False;False;False;False;False;False;False;True;False;True;False;True
542875;1501;1645451;0;5788020;5927416;14;8344658;1;1;False;False;False;False;False;False;True;False;False;False;True;True
91280;1501;686530;0;503087;1616764;7;2656468;1;1;False;False;False;False;False;False;True;False;False;False;False;True
867000;1501;490933;490273;1051996;2242269;4;4168594;1;1;False;False;False;False;False;False;False;False;True;False;False;True
858919;1501;1429060;787405;1126634;4410262;15;6868869;1;1;False;False;False;False;False;False;True;False;False;False;True;True
134712;1501;577931;863957;1339582;2214683;11;6174139;5;2;False;False;False;False;False;False;True;False;True;False;True;True
591651;1501;756989;1672097;1284552;2956649;9;5409410;1;1;False;False;False;False;False;False;True;False;False;True;False;True
2249392;1501;754105;78000;2646671;2724671;8;8365514;1;2;False;False;False;False;False;False;True;False;True;True;True;True
272005;1501;1611183;66067;2547268;2613335;3;8490008;2;3;False;False;True;True;False;False;False;False;True;False;False;False
402052;1501;491745;2512688;996187;3508875;12;8603428;5;3;False;False;False;False;True;False;True;False;True;False;False;True
1032086;1501;168589;5277292;2788952;10241309;15;170628;9;1;False;False;False;False;False;False;False;True;False;True;True;True
861187;1501;541134;312299;1830897;2143196;10;8922226;1;2;False;False;False;False;False;False;True;False;True;False;False;True
172048;1501;265709;2224195;747109;2971304;1;7158806;1;2;False;False;False;False;False;False;True;False;True;False;True;True
2478553;1501;467453;940447;5865724.375;7281107;4;3168551;4;1;False;True;False;False;False;False;False;False;False;False;True;True
2478553;1501;3281143.25;935673;4827477;5763150;6;8099221;6;1;False;False;False;True;False;False;False;False;False;True;False;True
284570;1501;812280;208939;1143737;1352676;5;8964966;2;2;False;False;True;False;False;False;False;False;True;False;False;True
382000;1501;1652455;2945994;3963041;7032115;14;4126397;1;1;False;False;False;False;False;False;True;False;False;False;False;True
2478553;1501;58373;4861859;0;4035965;5;7061824;4;3;False;True;False;False;False;False;True;False;True;True;False;True
880335;1501;711571;2969452;1406823;4593177;39;5799731;1;1;False;False;False;False;False;False;True;False;False;False;False;True
2478553;1501;755228;2580897;3791737;8976340;7;5818081;1;2;False;False;False;True;False;False;True;False;False;True;True;True
778000;1501;493918;1635168;1863083;3498251;16;1702473;3;1;True;False;False;False;False;False;False;False;False;True;True;True
767248;1501;2751454;4995103;5865724.375;11533479.75;18;9020897;1;1;False;False;False;False;False;False;True;False;False;False;True;True
2478553;1501;2751454;4995103;5865724.375;11533479.75;18;9020897;0;0;True;True;True;True;True;True;True;True;True;True;True;False
800000;1501;1500630;1746281;3924171;6216358;14;6778422;6;5;True;False;False;True;True;False;True;False;True;False;False;False
1500000;1501;1490473;5277292;0;10553904;21;2980351;8;1;False;False;False;False;True;False;False;False;False;False;True;True
2478553;1501;3281143.25;5277292;5865724.375;11533479.75;39;8958310;1;2;False;False;True;False;False;False;True;False;False;True;True;True
689736;1501;758278;185218;5713231;7386492;16;4570586;6;4;True;False;False;True;False;False;True;False;True;False;False;True
2000000;1501;1104299;2189880;5865724.375;11533479.75;9;2554006;1;4;True;False;False;True;True;False;True;False;False;False;False;True
2000000;1501;897572;3602210;5865724.375;11533479.75;25;2040354;1;1;False;False;False;False;False;False;True;False;False;False;True;True
194000;1501;226719;565564;777479;1677357;2;4430531;1;1;False;False;False;False;False;False;True;False;False;True;False;False
1537725;1501;517771;3226161;192323;3459364;11;6911236;1;3;True;False;False;False;False;False;True;False;True;True;False;True
2478553;1501;3281143.25;5277292;0;11533479.75;6;8570922;2;4;True;False;True;False;False;False;False;False;True;True;False;True
250000;1501;1222023;2500305;1581937;4800069;16;8609695;5;1;False;False;False;False;False;False;False;False;True;True;False;True
0;1501;582730;5277292;5865724.375;11533479.75;9;7888016;1;3;False;True;True;False;False;False;True;False;False;False;True;True
2478553;1501;0;5277292;5865724.375;11533479.75;4;3999721;2;1;False;False;True;False;False;False;False;False;False;False;False;True
300000;1501;2136460;2926018;1949024;4875042;14;6622078;2;4;True;False;True;False;False;False;True;False;True;False;True;True
2478553;1501;2156810;5277292;2100516;8154861;17;6766350;2;3;False;False;True;False;False;False;True;False;True;False;True;True
1000000;1501;1894887;2038863;2242717;8079962;5;7559145;4;2;False;True;False;False;False;False;True;False;False;False;False;True
1000000;1501;246952;677690;5865724.375;11533479.75;14;5504485;1;1;False;False;False;False;False;False;True;False;False;False;False;True
1282000;1501;3281143.25;5277292;2003834;9509484;17;7708257;2;1;False;False;True;False;False;False;False;False;False;False;False;True
67000;1501;3281143.25;5277292;2336979;10247415;18;8347502;1;3;False;False;False;False;True;False;True;False;True;False;False;True
900207;1501;3281143.25;3480953;1751805;5232758;64;5407039;5;1;False;False;False;False;False;False;False;False;True;True;False;True
380743;1501;1082314;297951;225722;523673;16;5256777;1;1;False;False;False;False;False;False;True;False;False;False;True;False
1824236;1501;2243590;3731572;2431843;6163415;11;8533856;1;1;False;False;False;False;False;False;True;False;False;True;True;True
2478553;1501;2447017;920576;5865724.375;11533479.75;14;8690716;4;1;False;False;False;False;False;False;False;False;False;False;True;True
2478553;1501;1060752;5277292;5116429;11533479.75;9;5622214;6;2;False;False;False;True;False;False;False;False;True;True;True;True
2478553;1501;385828;3887605;1030438;4918043;15;3835806;1;1;False;False;False;False;False;False;True;False;False;True;False;True
350408;1501;3281143.25;1363174;5299002;6662176;16;8905613;6;2;True;False;False;True;False;False;False;False;False;True;True;True
928374;1501;1834535;5277292;5865724.375;11533479.75;11;6969568;9;4;False;True;False;True;False;False;False;True;True;False;False;True
928374;1501;3135257;4621325;5865724.375;11533479.75;29;7632869;9;3;True;False;False;True;False;False;False;False;True;False;True;True
2478553;1501;235978;2697679;4786859;7484538;0;8100942;1;2;False;False;False;False;True;False;True;False;False;False;False;True
10090;1501;1660629;1843344;81560;1924904;4;7351490;3;1;True;False;False;False;False;False;False;False;False;False;False;True
2478553;1501;199248;393498;4392326;8788536;19;3100189;2;1;False;False;True;False;False;False;False;False;False;True;False;True
2478553;1501;3281143.25;0;5865724.375;11533479.75;4;7958972;9;0;False;False;False;False;False;False;False;False;False;True;True;True
2478553;1501;2434937;5277292;3820185;11533479.75;71;8890917;3;1;True;False;False;False;False;False;False;False;False;True;False;True
2478553;1501;915942;929712;5865724.375;7164882;10;2851674;1;1;False;False;False;False;False;False;True;False;False;True;True;True
210000;1501;608220;478271;1238347;2708242;9;5632277;1;1;False;False;False;False;False;False;True;False;False;False;False;True
2478553;1501;847377;32151;2862728;8970494;8;8914286;1;1;False;False;False;False;False;False;True;False;False;False;False;True
1500000;1501;181159;5277292;5370272;11533479.75;29;7174992;2;1;False;False;True;False;False;False;False;False;False;False;True;True
1500000;1501;181159;5277292;5370272;11533479.75;30;7174992;0;0;True;True;True;True;True;True;True;True;True;True;True;True
70000;1501;912029;674220;0;1468863;3;7327454;7;1;False;False;False;False;False;True;False;False;False;True;True;True
114556;1501;461508;484439;351314;835753;4;5318194;7;1;False;False;False;False;False;True;False;False;False;True;False;False
186000;1501;607834;789073;1503155;2292228;12;3968071;1;1;False;False;False;False;False;False;True;False;False;True;False;True
1000;1501;1666622;717293;2042083;3722537;18;4767836;1;1;False;False;False;False;False;False;True;False;False;True;False;True
2293063;1501;1185374;3697853;3925060;7622913;2;7550514;2;1;False;False;True;False;False;False;False;False;False;True;False;True
2300000;1501;756036;5277292;3078171;11533479.75;8;3152905;3;1;True;False;False;False;False;False;False;False;False;True;True;True
40000;1501;278274;0;863530;863530;4;4186004;1;1;False;False;False;False;False;False;True;False;False;True;False;False
1100000;1501;1179828;810913;3023181;3834094;2;8030448;6;2;False;False;False;True;False;False;True;False;False;True;False;False
32300;1501;1788677;5277292;876406;8336422;17;7797593;9;0;False;False;False;False;False;False;False;False;False;False;False;True
1000;1501;172847;220010;1436335;1656345;3;8825256;5;1;False;False;False;False;False;False;False;False;True;False;False;True
1200000;1501;2744432;0;5215340;5326833;8;7696576;3;2;True;False;False;False;False;False;False;False;True;True;False;True
1200000;1501;3281143.25;490979;2368119;4137099;23;5277593;4;1;False;True;False;False;False;False;False;False;False;False;False;True
1000;1501;1544961;347266;961708;1308974;2;8079923;3;3;True;False;True;False;False;False;False;False;True;False;True;True
446904;1501;322039;776429;475638;1252067;5;8976938;1;1;False;False;False;False;False;False;True;False;False;False;True;True
50000;1501;3281143.25;3759558;0;3728356;70;7789851;4;1;False;True;False;False;False;False;False;False;False;False;True;True
452270;1501;179582;32995;705126;743047;4;8244613;9;1;False;False;False;False;False;False;False;True;False;True;True;True
362092;1501;300795;827694;1291323;2119017;12;4737185;5;2;False;False;True;False;False;False;False;False;True;True;False;False
274504;1501;237777;334031;789168;1123199;6;3826705;1;1;False;False;False;False;False;False;True;False;False;False;False;True
2478553;1501;3281143.25;1916036;5865724.375;11533479.75;5;7140390;1;1;False;False;False;False;False;False;True;False;False;True;False;True
800000;1501;1213530;2381963;5309524;7691487;18;8781922;1;3;True;False;False;True;False;False;True;False;False;True;True;True
1123376;1501;1092082;4940376;3848132;9948622;7;6689289;6;2;False;False;False;True;False;False;False;False;True;False;True;True
1123376;1501;1092082;4940376;3848132;9948622;17;6689289;0;0;True;True;True;True;True;True;True;True;True;False;True;False
2478553;1501;1531446;5277292;5389614;11533479.75;23;8438349;3;3;True;False;True;False;False;False;True;False;False;True;True;True
10000;1501;3281143.25;5277292;253064;11533479.75;16;7800610;1;1;False;False;False;False;False;False;True;False;False;True;False;True
188160;1501;2183787;5277292;5865724.375;11533479.75;8;2190787;4;1;False;False;False;False;False;False;False;False;False;False;True;True
1000;1501;1795870;240972;448713;689685;10;5724741;1;1;False;False;False;False;False;False;True;False;False;False;True;False
216000;1501;421087;830477;904317;1734794;2;5822411;1;1;False;False;False;False;False;False;True;False;False;False;False;False
2478553;1501;517922;5277292;5865724.375;11533479.75;5;8600220;4;2;False;True;False;False;False;False;True;False;False;False;True;True
1000000;1501;1149395;855304;2962747;3818051;9;7820225;9;1;False;False;False;False;False;False;False;True;False;False;False;True
1256982;1501;9;3595689;4234555;11369458;63;10;3;1;True;False;False;False;False;False;False;False;False;True;False;True
1859140;1501;1428090;4672723;3811310;8535774;4;7722469;1;1;False;False;False;False;False;False;True;False;False;True;True;True
600000;1501;2088268;337363;3052938;3982331;8;8781826;2;1;False;False;True;False;False;False;False;False;False;False;True;True
1202000;1501;3281143.25;5223492;5661482;11533479.75;35;8387334;9;4;False;False;False;False;True;False;True;True;False;True;True;True
1032343;1501;1946032;4649906;5865724.375;11533479.75;10;8674458;3;3;True;False;False;True;True;False;False;False;False;True;False;True
152743;1501;178067;461727;343413;805140;4;2904757;1;1;False;False;False;False;False;False;True;False;False;False;False;False
1898723;1501;0;3532622;2566097;6098719;9;8177288;1;2;False;False;False;False;False;False;True;False;False;False;False;True
822885;1501;212650;823138;1038614;1861752;3;2338516;1;1;False;False;False;False;False;False;True;False;False;True;False;True
1004;1501;1281828;898443;2760771;4188310;9;7447383;7;2;False;False;False;False;False;True;True;False;False;True;False;True
2000;1501;272351;1131160;575433;1706593;4;4160857;9;0;False;False;False;False;False;False;False;False;False;False;False;True
2478553;1501;2573539;5277292;4767397;11533479.75;14;7130953;2;1;False;False;True;False;False;False;False;False;False;False;False;True
20000;1501;1043982;372562;1483398;2638788;16;6676586;2;1;False;False;True;False;False;False;False;False;False;False;False;True
2478553;1501;969497;451813;1913958;3148599;14;7303842;2;1;False;False;True;False;False;False;False;False;False;False;False;True
20000;1501;766714;315404;3666131;4941347;15;8761940;1;0;False;False;False;False;False;False;False;False;False;True;False;True
129546;1501;1178138;293713;859245;1152958;4;6953270;1;1;False;False;False;False;False;False;True;False;False;False;False;False
269926;1501;2321707;3167741;2434985;6072592;15;7822652;9;0;False;False;False;False;False;False;False;False;False;True;False;True
1091538;1501;2387589;810601;1368495;2179096;15;5985374;1;1;False;False;False;False;False;False;True;False;False;True;True;True
1507000;1501;279191;128668;4991219;5439597;9;1607570;2;1;False;False;True;False;False;False;False;False;False;False;True;True
