activo_corriente;capital_invertido;gastos_por_prestamos;deudas_corto_plazo;patrimonio_empresa;provincia;ganancia_operativa;total_activo;deudas_largo_plazo;total_pasivo_y_patrimonio;numero_empleados;ventas_netas;canal_principal;cantidad_canales_venta;publicidad;vende_por_catalogo;vende_con_comisionistas;vende_a_domicilio;vende_en_linea;vende_en_ferias;vende_en_maquinas_venta;vende_en_tienda;otros_medios_venta;vende_por_telefono;uso_de_software;sobrevive_2años
8158540.75;1300000;387071;5277292.25;1590642;1501;0;11150581;26986;11150581;7;2826515;1;1;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE
1593828;1096729;937384;0;2124147;1501;326647.5;2125449;1302;2125449;6;7113432;7;1;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE
2102740;5000;367295;2182;2447655;1501;0;2449837;0;2449837;6;3335508;7;1;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE
8158540.75;50000;2520417;374630;0;1501;245;11533479.75;460772.5;11533479.75;18;5002538;9;0;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
3149349;2478552.625;2151555;1076618;1227642;1501;0;4670329;460772.5;4670329;67;7869804;1;2;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE
367074;54000;252583;50245;471057;1501;0;521302;0;521302;3;2150462;5;1;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE
8158540.75;500000;737235;5277292.25;5023919;1501;6112;11533479.75;460772.5;11533479.75;7;8110830;1;2;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE
1541254;413000;938212;317599;1593760;1501;1018;1911359;0;1911359;11;8222469;2;1;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE
2475017;25000;816423;245395;2276654;1501;0;2522049;0;2522049;4;8658860;1;1;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE
447461;250000;94057;13571;450551;1501;0;464122;0;464122;2;2221783;1;2;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;TRUE
1374512;147453;364449;130660;767319;1501;17848;2038593;460772.5;2038593;7;5440439;9;0;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
667540;12000;1099745;205638;576522;1501;0;782160;0;782160;17;4069395;1;2;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE
1574112;720134;305049;779665;878197;1501;244050;1657862;0;1657862;5;5652813;1;1;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE
4647910;630000;1577675;3241188;4012163;1501;326647.5;7253351;0;7253351;14;7247147;1;5;TRUE;TRUE;FALSE;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;TRUE;TRUE;TRUE
5896748;1048680;662311;4234786;1663578;1501;210135;5898364;0;5898364;10;6927049;3;0;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
1783057;99580;1407860;975869;1197351;1501;0;2173220;0;2173220;3;7454495;9;0;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
8158540.75;30000;1108804;2443767;5865724.375;1501;0;11533479.75;0;11533479.75;0;8341749;4;1;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
1713525;40000;362981;765652;806773;1501;0;1800226;227801;1800226;4;3685381;1;1;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE
6727865;1211500;818359;3743839;3290390;1501;310490;7034229;0;7034229;24;7649485;1;1;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE
8158540.75;2478552.625;3281143.25;5277292.25;5865724.375;1501;140846;11533479.75;0;11533479.75;26;7709590;3;0;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
892549;510708;558961;262399;1013436;1501;40292;1280416;4581;1280416;7;6563623;1;1;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE
739280;300000;0;0;813827;1501;905;1389284;460772.5;1389284;6;6157289;1;1;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE
329365;40000;909313;116172;213194;1501;243574;329366;0;329366;3;7544600;1;1;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE
285583;40000;550782;191694;94816;1501;10;286510;0;286510;8;4179530;7;1;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE
2168327;634780;929245;589935;1976447;1501;5098;2566382;0;2566382;12;6303267;1;1;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE
2597682;250000;353116;65115;2532567;1501;0;2597682;0;2597682;1;6768209;1;2;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE
1976555;1000000;895451;1105979;2851603;1501;10;4002057;44475;4002057;12;7864943;1;3;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;TRUE;FALSE
581856;15900;234348;85247;485539;1501;0;603603;32817;603603;2;2707110;2;2;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE
1359356;225300;1090612;1588864;993048;1501;4298;2581912;0;2581912;6;5613274;1;1;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;TRUE
668431;20535;90800;0;670593;1501;11000;670593;0;670593;6;2202603;6;1;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
2095331;223000;515827;92144;2587764;1501;0;2679908;0;2679908;2;8773907;1;1;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE
1281625;450000;481241;389194;2408344;1501;0;2797538;0;2797538;8;2890334;7;1;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE
1182715;2545;831463;826390;405045;1501;0;1268944;37509;1268944;15;2594518;1;1;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE
3639698;173300;610734;752207;3214967;1501;0;5498619;460772.5;5498619;9;4144025;1;1;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE
8158540.75;2478552.625;2491196;5277292.25;4233261;1501;326647.5;11533479.75;2177;11533479.75;62;8344528;3;0;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE
7647130;100000;3281143.25;5008103;2922291;1501;326647.5;7930394;0;7930394;12;7619215;6;2;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE
1580225;400074;971846;1148008;1950678;1501;0;3127584;28898;3127584;13;5142507;1;1;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE
8158540.75;995944;137286;5143862;5865724.375;1501;152667;11533479.75;0;11533479.75;94;1500508;1;1;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE
558660;59188;301370;0;441917;1501;1000;639765;197848;639765;5;5604194;1;1;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE
3317446;1192200;3281143.25;111607;0;1501;18960;6134514;460772.5;6134514;68;3651038;1;1;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE
1655188;500000;260651;460770;1211488;1501;5195;1672258;0;1672258;5;2287514;1;1;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE
1000879;531350;916137;1349098;1091493;1501;0;3055173;460772.5;3055173;3;7009780;1;1;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE
5085318;18333;1702871;4113793;1116745;1501;0;5230538;0;5230538;6;4907407;4;1;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
2558424;1029420;873362;201726;2530077;1501;0;2731803;0;2731803;4;5912533;1;1;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE
2152856;250000;852074;312239;2308985;1501;0;2790281;169057;2790281;11;7689050;1;1;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE
5312730;20000;1594644;571610;5366050;1501;0;5937660;0;5937660;14;8784048;7;1;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE
2490504;614500;810977;150507;2580601;1501;0;2772668;41560;2772668;2;4756955;1;1;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE
2739039;1128951;1097360;2413861;1674280;1501;326307;4859269;460772.5;4859269;29;7947558;4;3;TRUE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE
1138310;100000;308910;344991;1136116;1501;0;1481107;0;1481107;2;4420582;1;1;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE
2800265;680598;565671;1754851;1402252;1501;1475;3157103;0;3157103;16;4504874;1;1;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE
8158540.75;600000;2463784;2871428;5865724.375;1501;28249;11533479.75;460772.5;11533479.75;5;7010217;9;0;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE
3363092;1000000;3281143.25;4010520;1705852;1501;326647.5;5716372;0;5716372;39;7167267;1;1;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE
8158540.75;1200000;2603035;5277292.25;3913946;1501;326647.5;11533479.75;0;11533479.75;18;8884338;1;2;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;TRUE;TRUE
8158540.75;250000;1055563;5277292.25;4079129;1501;97;11533479.75;158792;11533479.75;12;4849741;1;3;TRUE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;TRUE;TRUE
1095336;233500;838316;401573;648730;1501;0;1235832;185529;1235832;12;5940777;1;0;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
5374466;1068740;1208479;3805842;1784569;1501;4392;5873316;282905;5873316;16;8905792;1;2;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;TRUE;FALSE
1017971;536000;3070030;216133;1019376;1501;0;1399781;164272;1399781;10;4017054;1;1;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE
7672236;1000;3281143.25;4340306;3992523;1501;326647.5;8562133;229304;8562133;27;6501359;4;1;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
3446724;1072441;409054;0;1532857;1501;0;3514279;460772.5;3514279;5;8367948;1;1;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE
1266880;70000;341293;288862;983734;1501;0;1316277;43681;1316277;2;2294558;2;1;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
1497318;305560;122795;1087476;477409;1501;20;1564885;0;1564885;15;5803965;9;0;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
1669671;15000;392117;743206;929672;1501;0;1672878;0;1672878;3;3065605;1;1;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE
1162331;2478552.625;568152;960748;266567;1501;44100;1307137;79822;1307137;10;8661199;1;1;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE
1064691;326000;1253907;42265;3589781;1501;5;3632046;0;3632046;12;8543560;7;1;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE
328394;258406;465893;326267;1190299;1501;0;1516566;0;1516566;3;5781881;1;1;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE
3551844;750000;242925;2413787;1501084;1501;0;3914871;0;3914871;7;4801527;1;1;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE
1090959;753256;363826;2365940;415341;1501;0;2781281;0;2781281;10;8701374;2;2;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE
1456557;320500;191703;0;1479331;1501;0;1479331;0;1479331;2;4521785;1;1;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE
1703542;439932;830141;243429;1911992;1501;0;2155421;0;2155421;8;6589921;7;1;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE
794305;57740;380938;14096;1099583;1501;0;1113679;0;1113679;4;2830460;7;1;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE
2808317;1500000;1179373;5277292.25;2086327;1501;30545;9674969;0;9674969;5;6914054;1;1;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;TRUE
1067064;840000;1348106;1099899;1408647;1501;3640;3582698;460772.5;3582698;10;3960832;5;1;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE
836413;20280;876990;425462;1141541;1501;0;1567003;0;1567003;10;7645006;2;1;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
5485278;1178830;906087;4593959;1707641;1501;0;6301600;0;6301600;7;6088532;5;3;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;TRUE
84627;1037972;0;534878;3077979;1501;326647.5;3798985;186128;3798985;7;6127265;5;1;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE
6737938;561000;40854;5277292.25;0;1501;44096;6810314;0;6810314;2;7984080;3;0;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
937941;250000;139455;775190;467155;1501;0;1242345;0;1242345;3;2399955;1;1;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE
8158540.75;2478552.625;765204;5277292.25;3660672;1501;118000;11533479.75;0;11533479.75;22;6352779;4;1;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
6468280;2412054;1422310;4597439;2113341;1501;326647.5;6710780;0;6710780;50;7837405;9;2;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;TRUE
4763978;70000;678487;32040;1548498;1501;0;4918507;460772.5;4918507;8;9053111;1;1;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE
1402771;33500;340530;663642;1288519;1501;14000;1952161;0;1952161;4;3262338;7;1;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE
396446;5000;522089;1360248;0;1501;524;416223;310800;416223;9;3485231;2;1;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
227031;110145;473393;97971;588564;1501;0;686535;0;686535;5;1958905;2;1;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
809174;416000;777678;55362;1464060;1501;0;1519422;0;1519422;2;2269338;1;1;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE
8158540.75;13828;2164660;5277292.25;0;1501;326647.5;11533479.75;460772.5;11533479.75;14;3138171;9;0;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
978237;1342718;529732;262702;1610566;1501;0;1873268;0;1873268;8;2865984;3;3;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE
652931;5000;442996;59;719210;1501;0;719269;0;719269;7;2551211;1;1;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE
1489884;1759208;2455259;1503008;2275783;1501;326647.5;3778791;0;3778791;11;6752411;1;1;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;TRUE
4402737;1521682;3281143.25;2744830;2927284;1501;90124;6391788;460772.5;6391788;19;7350988;3;5;TRUE;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE
2490284;250000;127055;2275762;487042;1501;0;2762804;0;2762804;3;8248913;3;1;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
664328;250000;138585;123828;596955;1501;10;720783;0;720783;2;6668198;3;1;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
1201990;2478552.625;1027918;996750;279229;1501;0;1275979;0;1275979;23;7452226;1;1;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE
4125283;2478552.625;3014602;2322622;0;1501;0;4607694;460772.5;4607694;30;8771855;1;1;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE
561679;20000;810355;814555;158569;1501;0;973124;0;973124;2;2665845;1;1;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE
2177316;322051;162276;2512399;871777;1501;0;3384176;0;3384176;2;3725695;1;1;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE
8158540.75;1090266;1837933;5277292.25;3842520;1501;326647.5;10126202;0;10126202;7;8321479;1;1;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;TRUE
8158540.75;2478552.625;1295986;1031950;4032320;1501;0;10017744;460772.5;10017744;13;8188832;1;4;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;TRUE
1703791;20000;1427854;1243444;535404;1501;326647.5;1778848;0;1778848;24;4515489;1;1;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE
2285127;125000;1989253;1822909;892193;1501;6076;2715102;0;2715102;13;3445060;9;2;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE
2421164;2478552.625;1729449;879256;1310281;1501;326647.5;2432285;242748;2432285;4;7980684;1;1;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE
1950915;210000;384393;1055802;1027682;1501;0;2083484;0;2083484;3;3759808;1;1;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE
1111804;2478552.625;468057;257364;866720;1501;326647.5;1124084;0;1124084;5;8606412;5;2;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE
318710;645607;3281143.25;296177;1104406;1501;0;2435756;460772.5;2435756;7;2930291;1;1;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE
1872900;900001;544808;730680;1252775;1501;0;3888003;460772.5;3888003;21;2158181;6;0;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
2815583;1800764;359725;2620860;688212;1501;326647.5;3309072;0;3309072;17;1693642;4;2;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE
61360;420792;665638;666767;361140;1501;0;1027907;0;1027907;18;5180286;7;1;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE
8158540.75;471250;749385;5277292.25;0;1501;0;11533479.75;1392;11533479.75;22;8605036;4;1;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE
8158540.75;2190000;2166085;4017760;5702995;1501;0;9804267;83512;9804267;4;5056037;5;1;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE
2154104;2478552.625;536898;0;1819866;1501;326647.5;2226792;406926;2226792;4;8259773;1;1;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE
912552;214620;171544;1177559;347311;1501;194154;1524870;0;1524870;5;7860774;1;1;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE
5194755;2436937;3281143.25;4972398;542063;1501;0;5514461;0;5514461;10;8962804;3;1;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE
8158540.75;500000;3197538;5277292.25;0;1501;326647.5;11533479.75;460772.5;11533479.75;5;2945005;1;1;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE
1013293;1978000;0;4264;2204554;1501;0;2208818;0;2208818;0;2530449;9;0;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
2928983;800000;2416702;1011545;1846249;1501;326647.5;3295117;437323;3295117;23;8192312;2;3;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE
5898;2478552.625;71162;0;658963;1501;14966;679963;21000;679963;1;7096157;1;1;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE
1678412;1424220;1146985;30302;1585880;1501;6296;1760182;144000;1760182;2;6972350;9;0;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
860014;2478552.625;1634697;275042;660115;1501;82521;935157;0;935157;1;8206923;4;2;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE
6231270;2478552.625;3040382;4823549;2594922;1501;326647.5;11533479.75;460772.5;11533479.75;15;7297471;2;3;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE
930595;2478552.625;2377829;3951939;1753932;1501;0;5705871;0;5705871;20;8922623;1;1;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE
490640;2478552.625;1479334;413317;1277674;1501;326647.5;1690991;0;1690991;23;5104704;1;1;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE
3462352;665000;2771952;2259280;1108200;1501;326647.5;3843407;460772.5;3843407;3;7133086;3;2;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE
1171764;840402;1566205;58493;1184420;1501;326647.5;1242913;0;1242913;14;6786914;1;2;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE
1504310;160150;1608102;0;1782982;1501;326647.5;1881769;98787;1881769;9;7238781;1;1;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE
2241755;1094096;1436209;571763;2831921;1501;0;3403684;0;3403684;10;7181047;7;1;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE
8158540.75;512498;3066417;5277292.25;1347057;1501;326647.5;10346418;0;10346418;2;8382275;4;2;TRUE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
2238854;1124049;855236;2258039;2047349;1501;0;4538492;233104;4538492;5;7601217;1;1;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE
6390679;865490;3281143.25;2747900;3769024;1501;326647.5;6516924;0;6516924;20;8563831;1;3;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE
5957904;2000000;1065986;5277292.25;2840242;1501;152538;8247210;11742;8247210;7;7001059;3;2;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE
4530919;633255;643667;3997816;886963;1501;109400;4884779;0;4884779;48;8621061;2;1;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
3249867;10000;3281143.25;1195109;2116052;1501;326647.5;3311161;0;3311161;13;6788623;1;2;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE
