activo_corriente;capital_invertido;gastos_por_prestamos;deudas_corto_plazo;patrimonio_empresa;provincia;ganancia_operativa;total_activo;deudas_largo_plazo;total_pasivo_y_patrimonio;numero_empleados;ventas_netas;canal_principal;cantidad_canales_venta;publicidad;vende_por_catalogo;vende_con_comisionistas;vende_a_domicilio;vende_en_linea;vende_en_ferias;vende_en_maquinas_venta;vende_en_tienda;otros_medios_venta;vende_por_telefono;uso_de_software;sobrevive_2años
2329080;492411;1092782;90142;5363551;1501;231841;5453693;0;5453693;17;8827287;1;1;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE
655607;2478552.625;25651;8573;571956;1501;0;704662;124133;704662;3;7522260;1;1;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE
1504242;144574;1623338;119766;2494256;1501;326647.5;3126993;460772.5;3126993;18;8422528;1;1;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE
2133948;300000;1113524;1335602;814318;1501;13;2149920;0;2149920;22;6507032;1;1;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE
1205105;2478552.625;2216307;5277292.25;0;1501;61242;3880229;0;3880229;12;7899423;1;1;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE
447357;232470;581063;8039;495928;1501;0;503967;0;503967;5;5204438;1;1;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE
1687422;2478552.625;1116460;44273;1769136;1501;326647.5;1932519;119110;1932519;17;8592784;1;1;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;TRUE
1926782;425435;1947376;3122072;2460710;1501;326647.5;5582782;0;5582782;0;8293568;7;1;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE
1074183;2478552.625;1287949;613273;2301928;1501;326647.5;5006619;460772.5;5006619;17;7757910;7;1;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE
5419844;2478552.625;1017573;2163;5732785;1501;326647.5;5734948;0;5734948;6;7439299;1;3;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE
1855463;118764;453577;1962762;527198;1501;158134;2489960;0;2489960;12;7126982;1;2;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;TRUE;TRUE
1162050;850000;580520;659608;1151247;1501;271212;1810855;0;1810855;6;7001379;7;1;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE
2723233;489178;317434;1121498;547916;1501;0;2733977;460772.5;2733977;2;8012195;1;1;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE
8158540.75;0;3281143.25;531789;5865724.375;1501;0;11533479.75;0;11533479.75;38;8874051;1;2;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE
8158540.75;2478552.625;2300118;5277292.25;3047687;1501;326647.5;8402965;0;8402965;22;4542809;4;2;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE
8158540.75;2478552.625;3281143.25;5277292.25;1170437;1501;31108;11533479.75;460772.5;11533479.75;48;7299826;1;2;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE
8158540.75;1941108;3153434;671696;5865724.375;1501;326647.5;11533479.75;0;11533479.75;8;8259970;7;1;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE
8158540.75;160000;2366161;2265994;5865724.375;1501;326647.5;10827644;0;10827644;5;8735430;4;2;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE
8158540.75;2478552.625;2255700;2046007;5865724.375;1501;326647.5;10951004;0;10951004;10;8724709;5;1;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE
8158540.75;160000;1685593;1118577;5865724.375;1501;292015;10138296;0;10138296;5;7342959;4;2;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE
8158540.75;2478552.625;2848798;5277292.25;5744291;1501;326647.5;11533479.75;0;11533479.75;21;7826012;6;2;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE
8158540.75;2478552.625;1110139;5277292.25;5865724.375;1501;0;11533479.75;0;11533479.75;9;3540481;1;1;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE
5401731;2425176;2503762;1673920;2659954;1501;45345;5823470;460772.5;5823470;35;6690985;9;0;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
8158540.75;2478552.625;3145584;2273812;5865724.375;1501;326647.5;11533479.75;460772.5;11533479.75;67;7937604;9;1;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE
8158540.75;2478552.625;3145584;2273812;5865724.375;1501;58711;11533479.75;460772.5;11533479.75;68;7937604;0;0;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE
8158540.75;983021;2832354;5277292.25;5865724.375;1501;0;11533479.75;0;11533479.75;15;7298744;9;0;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
4136564;2478552.625;902638;2445488;2243114;1501;127530;4688602;0;4688602;29;8843178;3;0;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE
4104455;2225220;962935;3224389;2291959;1501;44566;5516348;0;5516348;36;8404075;1;1;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;TRUE
3756630;1972358;0;5277292.25;0;1501;0;4984139;0;4984139;6;3869733;1;1;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE
2040267;1188780;701723;1934065;1680508;1501;0;4236209;460772.5;4236209;8;7396407;1;1;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE
4424418;2260000;1853313;2657880;1535715;1501;0;4533160;339565;4533160;17;8047115;2;4;TRUE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;TRUE;FALSE
3549390;551487;375200;2538371;1219469;1501;3010;3757840;0;3757840;16;6678159;1;1;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE
8158540.75;2478552.625;3281143.25;5277292.25;5865724.375;1501;326647.5;11533479.75;0;11533479.75;7;6528100;4;2;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE
8158540.75;2200000;1552062;5277292.25;5865724.375;1501;326647.5;11533479.75;460772.5;11533479.75;85;6396801;4;2;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE
8158540.75;2478552.625;1260636;5277292.25;5865724.375;1501;326647.5;11533479.75;460772.5;11533479.75;40;5404972;4;2;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE
3271241;2478552.625;3281143.25;1298298;1476567;1501;0;5089689;460772.5;5089689;51;7300808;1;1;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE
7073135;1452151;1639286;3553254;5865724.375;1501;77059;11533479.75;460772.5;11533479.75;21;8975476;3;2;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE
7602582;1718836;1351687;3770672;1404274;1501;326647.5;11147198;460772.5;11147198;57;4931736;9;0;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE
8158540.75;40000;3281143.25;2072364;5865724.375;1501;44353;11533479.75;0;11533479.75;20;8474900;4;3;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE
5352542;1800000;2241057;2053926;3537155;1501;0;5735638;144557;5735638;10;7813086;1;2;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;TRUE
8158540.75;2466041;3281143.25;5277292.25;5865724.375;1501;326647.5;11533479.75;460772.5;11533479.75;7;6615648;3;1;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
4927062;0;831781;3380703;5865724.375;1501;326647.5;11190189;0;11190189;3;8048881;1;0;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
4954117;2478552.625;623639;4355565;5865724.375;1501;326647.5;11533479.75;460772.5;11533479.75;6;7850025;1;1;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE
7100423;2478552.625;3281143.25;3523860;5865724.375;1501;326647.5;11533479.75;460772.5;11533479.75;17;6941431;1;1;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE
1418269;975500;693973;547431;1399058;1501;0;2259115;312626;2259115;6;2484927;1;1;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE
2290298;316309;482147;923369;1385200;1501;254661;2308569;0;2308569;5;8711789;5;2;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE
2539141;316309;589631;827560;1726073;1501;0;2553633;0;2553633;5;8422158;1;1;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE
3066102;2238006;2090309;3061587;2490835;1501;286946;5552422;0;5552422;9;6086495;1;1;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE
4652753;620381;937126;1997194;4438055;1501;20000;6435249;0;6435249;7;7064311;5;1;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE
3147571;2000000;2603583;846615;4878886;1501;10151;6789182;460772.5;6789182;18;5099817;4;2;TRUE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
2140389;330285;1023717;594458;1744841;1501;42567;2339299;0;2339299;15;3316647;3;3;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE
6098794;2478552.625;2136457;5277292.25;530714;1501;275774;11533479.75;460772.5;11533479.75;16;6850120;3;1;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE
7126644;2478552.625;1595469;4188386;3068881;1505;1992;7257267;0;7257267;19;7829986;3;2;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;TRUE
2541357;721573;2024078;1004062;2580320;1501;326647.5;3584382;0;3584382;3;8306458;1;1;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE
4685163;1092908;2171726;0;4108217;1501;326647.5;4970815;460772.5;4970815;17;8679959;6;2;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;TRUE
8158540.75;2478552.625;966236;3603374;5865724.375;1501;0;10977614;0;10977614;15;4685050;5;3;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE
4032307;2478552.625;2468654;2020355;2602704;1501;16907;4689136;66077;4689136;28;6799680;1;1;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE
3606954;2000000;1806373;1983644;1919099;1501;9084;3902743;0;3902743;19;5876708;1;2;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;TRUE;TRUE
6782457;2478552.625;1392777;1876139;5865724.375;1501;75539;10856618;460772.5;10856618;8;6474113;4;3;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE
2311556;708496;2362985;1596847;983056;1501;0;2579903;0;2579903;6;4965704;9;0;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
3294185;2478552.625;3281143.25;2006788;5865724.375;1501;326647.5;11533479.75;0;11533479.75;29;6787327;1;1;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE
4732065;2478552.625;2252234;972383;5865724.375;1501;326647.5;8069341;460772.5;8069341;24;4799464;9;0;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
3381426;2478552.625;724929;40258;3341168;1501;326647.5;3381426;0;3381426;10;7329812;3;0;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
6050602;1061615;3051400;902255;4845193;1501;326647.5;6197861;450413;6197861;10;7783903;1;2;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE
2554270;2478552.625;3047558;1353961;5119116;1501;131217;11084124;460772.5;11084124;64;8432278;1;1;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE
5971871;2478552.625;1076499;1924942;4361613;1501;132;6286555;0;6286555;13;2327529;1;1;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE
4307661;2478552.625;3007385;310586;3507149;1501;0;4708481;460772.5;4708481;10;6492622;6;1;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE
2239119;1822595;1065996;685392;1388523;1501;0;2514611;440696;2514611;5;8220102;4;1;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
1102160;392230;476327;415063;704495;1501;0;1119558;0;1119558;5;2231508;1;1;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE
3465097;862288;608260;526900;3388340;1501;82340;3915240;0;3915240;4;8012082;1;3;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE
2336943;2478552.625;1584260;165167;3145518;1501;326647.5;5235657;460772.5;5235657;19;8700803;7;2;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE
1656016;2478552.625;1381940;623928;3323035;1501;189078;4171253;224290;4171253;17;8467121;7;1;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE
3885149;2478552.625;391486;0;3262225;1501;326647.5;5088326;460772.5;5088326;8;4623464;1;1;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE
2999483;581510;1131802;1558672;2009358;1501;280881;4101791;460772.5;4101791;10;9072114;1;1;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE
2112676;616511;1783681;425697;3991780;1501;326647.5;4417477;0;4417477;1;7471968;7;1;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE
2907986;2478552.625;427616;2703502;258221;1501;93432;2961723;0;2961723;22;8767705;4;2;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE
861364;1147928;1280157;118670;1308172;1501;253122;1426842;0;1426842;6;7166276;7;2;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE
1911706;1200000;898451;1319054;991883;1501;35691;2310937;0;2310937;11;3593805;4;3;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE
6743695;2189084;1763530;2491869;866105;1501;34422;8699559;460772.5;8699559;13;8319110;4;1;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
3915602;300000;3124625;3744365;660194;1501;509;4404559;0;4404559;19;5392787;6;1;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
929459;264683;1640770;236546;748735;1501;308476;985281;0;985281;17;8615877;1;1;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE
1808437;264683;1447576;141922;1678824;1501;17817;1820746;0;1820746;18;5880693;1;1;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;TRUE
5460608;981314;1833024;1304513;5865724.375;1501;326647.5;7441987;26331;7441987;15;8660902;1;3;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;TRUE;TRUE;FALSE
6613837;810389;3281143.25;3127873;3527227;1501;326647.5;6655100;0;6655100;93;8004253;2;2;TRUE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
8158540.75;2478552.625;3281143.25;5277292.25;5865724.375;1501;0;11533479.75;0;11533479.75;18;9083989;1;3;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;TRUE
4453825;123362;1650440;2044960;2709124;1501;326647.5;6094938;460772.5;6094938;9;8168522;5;3;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE
5574414;770000;0;1405814;2728173;1501;326647.5;7538492;460772.5;7538492;20;8373868;4;1;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE
6460561;770;1404829;3750175;2921954;1501;18106;8572504;460772.5;8572504;20;4771963;9;0;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
991999;66223;444324;988673;1156189;1501;3256;2144862;0;2144862;9;3140419;1;1;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE
4701290;75463;659398;702029;4152757;1501;20000;4854786;0;4854786;6;3398836;1;1;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE
3919085;2020000;707148;1964906;3465400;1501;0;5430306;0;5430306;15;8014385;1;1;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE
2776208;1983868;431569;1756693;2342743;1501;0;4099436;0;4099436;3;3923358;1;1;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE
2182069;1300;546117;562138;1690206;1501;2;2272025;19681;2272025;13;2457196;1;1;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE
967620;455711;586249;1055498;695407;1501;92698;1750905;0;1750905;25;7423221;1;1;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE
3406068;2230000;3281143.25;763734;3382385;1501;16938;4195470;49351;4195470;70;6639363;1;1;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE
3653117;2478552.625;771302;1100798;5865724.375;1501;0;8191346;460772.5;8191346;20;6969514;1;1;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;TRUE
2447168;249998;1278733;262697;2445902;1501;326647.5;3093469;384870;3093469;6;8077162;1;1;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;TRUE
2643405;2141568;1295479;315596;2646875;1501;306418;3199187;236716;3199187;22;8156707;1;1;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;TRUE
8158540.75;148096;1606572;2320964;5865724.375;1501;326647.5;9772209;0;9772209;4;7793166;4;2;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
2440109;233545;1421428;0;2675069;1501;326647.5;2677557;2488;2677557;11;6954239;7;1;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE
1113578;77750;1885749;440632;997997;1501;0;1438629;0;1438629;13;6309830;2;1;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE
7936740;2478552.625;753077;1569545;5865724.375;1501;326647.5;7978314;0;7978314;15;8434047;2;2;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE
8158540.75;2478552.625;890273;2013818;5865724.375;1501;312184;8802205;0;8802205;15;7506642;2;2;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;TRUE
7941654;2478552.625;395857;1214183;5865724.375;1501;3296;8175828;0;8175828;15;4045009;2;2;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE
4911311;917903;577737;2683344;3199301;1501;26202;5882645;0;5882645;26;5049502;1;1;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE
2088078;51300;1008620;147465;1817755;1501;7;2388614;423394;2388614;11;5860137;9;0;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
4408351;900000;1400254;1229360;3475401;1501;5452;4704761;0;4704761;10;6377044;1;3;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;TRUE;TRUE
1234993;456178;427055;724517;636648;1501;15354;1361165;0;1361165;10;2521859;6;3;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE
8158540.75;2478552.625;1836642;5277292.25;5029474;1501;0;11090403;0;11090403;19;7995603;5;3;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE
8158540.75;2478552.625;1836642;5277292.25;5029474;1501;326647.5;11090403;0;11090403;19;7995603;0;0;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE
2390887;377715;899626;1276609;1208146;1501;199296;2518375;33620;2518375;13;7361394;3;1;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
4145166;1520477;511785;727010;4017346;1501;1023;4744356;0;4744356;5;2540762;9;0;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE
2576642;20000;1118578;1097370;1235059;1501;0;2743881;411452;2743881;15;5745468;2;1;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE
3248021;1142496;1360749;667131;2843694;1501;326647.5;3510825;0;3510825;14;8440359;1;1;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE
3955781;2478552.625;1456800;1011652;3189520;1501;326647.5;4201172;0;4201172;13;6920091;1;1;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE
3955781;1142496;1456800;1011652;3189520;1501;0;4201172;0;4201172;13;6920091;0;0;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE
2320376;1029491;494913;1794570;1364383;1501;22705;3522502;363549;3522502;8;5662402;4;2;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE
8158540.75;457838;861249;1434764;5719401;1501;326647.5;11533479.75;460772.5;11533479.75;13;7311249;1;1;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE
8158540.75;2478552.625;1459408;396198;5865724.375;1501;69582;11533479.75;17785;11533479.75;15;7047429;1;1;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE
2719055;2452505;1828201;69261;2935989;1501;326647.5;3193272;188022;3193272;6;8807713;7;1;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE
8158540.75;2478552.625;737385;5277292.25;5865724.375;1501;326647.5;11533479.75;0;11533479.75;6;8232684;7;1;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE
3051968;874128;1702337;2213612;1858747;1501;27455;4072359;0;4072359;15;8050510;9;1;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE
710442;270001;1096039;138725;598976;1501;4;737701;0;737701;12;6901215;1;3;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;TRUE
2430397;130420;551744;378783;2171558;1501;0;2550341;0;2550341;6;4081885;9;1;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
2960287;1678900;665489;2606179;2229450;1501;326647.5;4835629;0;4835629;19;8494778;1;1;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE
3392549;1678900;673384;1941532;2706998;1501;326647.5;4808577;160047;4808577;18;5609568;1;1;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE
