activo_corriente;capital_invertido;gastos_por_prestamos;deudas_corto_plazo;patrimonio_empresa;provincia;ganancia_operativa;total_activo;deudas_largo_plazo;total_pasivo_y_patrimonio;numero_empleados;ventas_netas;canal_principal;cantidad_canales_venta;publicidad;vende_por_catalogo;vende_con_comisionistas;vende_a_domicilio;vende_en_linea;vende_en_ferias;vende_en_maquinas_venta;vende_en_tienda;otros_medios_venta;vende_por_telefono;usa_ventas_comisionistas;uso_de_software;ventas_ventas_comisionistas;sobrevive_2años
6924596;0;609347;51026;6873570;1501;681200;6924596;0;6924596;1;7145064;ventas_telefono;2;1;0;0;0;0;0;0;1;0;1;0;0;0;0
742862;147579;284411;0;804891;1501;0;804891;0;804891;4;3044725;ventas_ecommerce;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0
2179304;750000;809016;319446;2529211;1501;0;3864547;1015890;3864547;12;3431247;ventas_otros;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0
10138811;1300000;387071;9532953;1590642;1501;0;11150581;26986;11150581;7;2826515;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0
1593828;1096729;937384;0;2124147;1501;581828;2125449;1302;2125449;6;7113432;ventas_maquinas;1;1;0;0;0;0;0;1;0;0;0;0;1;0;1
2102740;5000;367295;2182;2447655;1501;0;2449837;0;2449837;6;3335508;ventas_maquinas;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
30223893;50000;2520417;374630;-2022430;1501;245;32779159;34426959;32779159;18;5002538;ventas_otros;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
3149349;5427258;2151555;1076618;1227642;1501;-197253;4670329;2366069;4670329;67;7869804;ventas_mostrador;2;1;1;0;0;0;0;0;1;0;0;0;1;0;0
367074;54000;252583;50245;471057;1501;0;521302;0;521302;3;2150462;ventas_telefono;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
20760309;500000;737235;16435476;5023919;1501;6112;22358116;898721;22358116;7;8110830;ventas_mostrador;2;1;0;1;0;0;0;0;1;0;0;0;1;0;0
1541254;413000;938212;317599;1593760;1501;1018;1911359;0;1911359;11;8222469;ventas_domicilio;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0
2475017;25000;816423;245395;2276654;1501;0;2522049;0;2522049;4;8658860;ventas_mostrador;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
447461;250000;94057;13571;450551;1501;0;464122;0;464122;2;2221783;ventas_mostrador;2;0;0;0;0;0;0;0;1;0;1;0;0;0;1
1374512;147453;364449;130660;767319;1501;17848;2038593;1140614;2038593;7;5440439;ventas_otros;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
667540;12000;1099745;205638;576522;1501;0;782160;0;782160;17;4069395;ventas_mostrador;2;0;0;0;1;0;0;0;1;0;0;0;0;0;0
1574112;720134;305049;779665;878197;1501;244050;1657862;0;1657862;5;5652813;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0
4647910;630000;1577675;3241188;4012163;1501;877780;7253351;0;7253351;14;7247147;ventas_mostrador;5;1;1;0;1;1;0;0;1;0;1;0;1;0;1
5896748;1048680;662311;4234786;1663578;1501;210135;5898364;0;5898364;10;6927049;ventas_catalogo;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
1783057;99580;1407860;975869;1197351;1501;0;2173220;0;2173220;3;7454495;ventas_otros;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
12146636;30000;1108804;2443767;9702869;1501;0;12146636;0;12146636;0;8341749;ventas_comisionistas;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
1713525;40000;362981;765652;806773;1501;0;1800226;227801;1800226;4;3685381;ventas_mostrador;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
6727865;1211500;818359;3743839;3290390;1501;310490;7034229;0;7034229;24;7649485;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;0;0;1
16661541;26743066;4750054;7916487;10313958;1501;140846;18230445;0;18230445;26;7709590;ventas_catalogo;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
892549;510708;558961;262399;1013436;1501;40292;1280416;4581;1280416;7;6563623;ventas_mostrador;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1
739280;300000;-543724;0;813827;1501;905;1389284;575457;1389284;6;6157289;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;1;0;0
329365;40000;909313;116172;213194;1501;243574;329366;0;329366;3;7544600;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;0;0;1
285583;40000;550782;191694;94816;1501;10;286510;0;286510;8;4179530;ventas_maquinas;1;1;0;0;0;0;0;1;0;0;0;0;0;0;1
2168327;634780;929245;589935;1976447;1501;5098;2566382;0;2566382;12;6303267;ventas_mostrador;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0
2597682;250000;353116;65115;2532567;1501;0;2597682;0;2597682;1;6768209;ventas_mostrador;2;0;0;0;0;0;0;0;1;0;1;0;0;0;0
1976555;1000000;895451;1105979;2851603;1501;10;4002057;44475;4002057;12;7864943;ventas_mostrador;3;1;0;1;0;0;0;0;1;0;1;0;1;0;0
581856;15900;234348;85247;485539;1501;0;603603;32817;603603;2;2707110;ventas_domicilio;2;0;0;0;1;0;0;0;1;0;0;0;0;0;0
1359356;225300;1090612;1588864;993048;1501;4298;2581912;0;2581912;6;5613274;ventas_mostrador;1;0;0;0;0;0;0;0;1;0;0;0;1;0;1
668431;20535;90800;0;670593;1501;11000;670593;0;670593;6;2202603;ventas_ecommerce;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0
2095331;223000;515827;92144;2587764;1501;0;2679908;0;2679908;2;8773907;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0
1281625;450000;481241;389194;2408344;1501;0;2797538;0;2797538;8;2890334;ventas_maquinas;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
1182715;2545;831463;826390;405045;1501;0;1268944;37509;1268944;15;2594518;ventas_mostrador;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
3639698;173300;610734;752207;3214967;1501;0;5498619;1531445;5498619;9;4144025;ventas_mostrador;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
15282752;2868000;2491196;14486198;4233261;1501;576529;18721636;2177;18721636;62;8344528;ventas_catalogo;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1
7647130;100000;7619214;5008103;2922291;1501;851250;7930394;0;7930394;12;7619215;ventas_ecommerce;2;1;0;0;0;1;0;0;0;1;0;0;0;0;1
1580225;400074;971846;1148008;1950678;1501;0;3127584;28898;3127584;13;5142507;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;1;0;0
12240587;995944;137286;5143862;8707040;1501;152667;13850902;0;13850902;94;1500508;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;1;0;0
558660;59188;301370;0;441917;1501;1000;639765;197848;639765;5;5604194;ventas_mostrador;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
3317446;1192200;3627348;111607;-2597545;1501;18960;6134514;8620452;6134514;68;3651038;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0
1655188;500000;260651;460770;1211488;1501;5195;1672258;0;1672258;5;2287514;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;0;0;1
1000879;531350;916137;1349098;1091493;1501;0;3055173;614582;3055173;3;7009780;ventas_mostrador;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
5085318;18333;1702871;4113793;1116745;1501;0;5230538;0;5230538;6;4907407;ventas_comisionistas;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0
2558424;1029420;873362;201726;2530077;1501;0;2731803;0;2731803;4;5912533;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0
2152856;250000;852074;312239;2308985;1501;0;2790281;169057;2790281;11;7689050;ventas_mostrador;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
5312730;20000;1594644;571610;5366050;1501;0;5937660;0;5937660;14;8784048;ventas_maquinas;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
2490504;614500;810977;150507;2580601;1501;0;2772668;41560;2772668;2;4756955;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0
2739039;1128951;1097360;2413861;1674280;1501;326307;4859269;771128;4859269;29;7947558;ventas_comisionistas;3;1;0;1;0;0;1;0;1;0;0;0;0;0;0
1138310;100000;308910;344991;1136116;1501;0;1481107;0;1481107;2;4420582;ventas_mostrador;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
2800265;680598;565671;1754851;1402252;1501;1475;3157103;0;3157103;16;4504874;ventas_mostrador;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
9337087;600000;2463784;2871428;8860433;1501;28249;12915059;1183198;12915059;5;7010217;ventas_otros;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0
3363092;1000000;5354521;4010520;1705852;1501;697119;5716372;0;5716372;39;7167267;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;1;0;0
14427877;1200000;2603035;15601079;3913946;1501;332394;19515025;0;19515025;18;8884338;ventas_mostrador;2;1;0;0;0;0;1;0;1;0;0;0;1;0;1
13795263;250000;1055563;12989605;4079129;1501;97;17227526;158792;17227526;12;4849741;ventas_mostrador;3;1;0;1;0;0;1;0;1;0;0;0;1;0;1
1095336;233500;838316;401573;648730;1501;0;1235832;185529;1235832;12;5940777;ventas_mostrador;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
5374466;1068740;1208479;3805842;1784569;1501;4392;5873316;282905;5873316;16;8905792;ventas_mostrador;2;1;0;0;0;0;0;0;1;0;1;0;1;0;0
1017971;536000;3070030;216133;1019376;1501;0;1399781;164272;1399781;10;4017054;ventas_mostrador;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
7672236;1000;6501358;4340306;3992523;1501;635536;8562133;229304;8562133;27;6501359;ventas_comisionistas;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0
3446724;1072441;409054;0;1532857;1501;0;3514279;1981422;3514279;5;8367948;ventas_mostrador;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
1266880;70000;341293;288862;983734;1501;0;1316277;43681;1316277;2;2294558;ventas_domicilio;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0
1497318;305560;122795;1087476;477409;1501;20;1564885;0;1564885;15;5803965;ventas_otros;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1669671;15000;392117;743206;929672;1501;0;1672878;0;1672878;3;3065605;ventas_mostrador;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
1162331;24800000;568152;960748;266567;1501;44100;1307137;79822;1307137;10;8661199;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0
1064691;326000;1253907;42265;3589781;1501;5;3632046;0;3632046;12;8543560;ventas_maquinas;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0
328394;258406;465893;326267;1190299;1501;0;1516566;0;1516566;3;5781881;ventas_mostrador;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
3551844;750000;242925;2413787;1501084;1501;0;3914871;0;3914871;7;4801527;ventas_mostrador;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
1090959;753256;363826;2365940;415341;1501;0;2781281;0;2781281;10;8701374;ventas_domicilio;2;1;0;0;1;0;0;0;1;0;0;0;0;0;0
1456557;320500;191703;0;1479331;1501;0;1479331;0;1479331;2;4521785;ventas_mostrador;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
1703542;439932;830141;243429;1911992;1501;0;2155421;0;2155421;8;6589921;ventas_maquinas;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0
794305;57740;380938;14096;1099583;1501;0;1113679;0;1113679;4;2830460;ventas_maquinas;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1
2808317;1500000;1179373;7588642;2086327;1501;30545;9674969;0;9674969;5;6914054;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;1;0;1
1067064;840000;1348106;1099899;1408647;1501;3640;3582698;1074152;3582698;10;3960832;ventas_telefono;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0
836413;20280;876990;425462;1141541;1501;0;1567003;0;1567003;10;7645006;ventas_domicilio;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0
5485278;1178830;906087;4593959;1707641;1501;0;6301600;0;6301600;7;6088532;ventas_telefono;3;1;0;0;1;0;0;0;1;0;1;0;0;0;1
84627;1037972;-36574;534878;3077979;1501;3058638;3798985;186128;3798985;7;6127265;ventas_telefono;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0
6737938;561000;40854;8183059;-1372745;1501;44096;6810314;0;6810314;2;7984080;ventas_catalogo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
937941;250000;139455;775190;467155;1501;0;1242345;0;1242345;3;2399955;ventas_mostrador;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
9244487;2600000;765204;9523883;3660672;1501;118000;13184555;0;13184555;22;6352779;ventas_comisionistas;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0
6468280;2412054;1422310;4597439;2113341;1501;1345604;6710780;0;6710780;50;7837405;ventas_otros;2;1;0;1;0;0;0;0;0;1;0;0;1;0;1
4763978;70000;678487;32040;1548498;1501;0;4918507;3337969;4918507;8;9053111;ventas_mostrador;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1
1402771;33500;340530;663642;1288519;1501;14000;1952161;0;1952161;4;3262338;ventas_maquinas;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
396446;5000;522089;1360248;-1254825;1501;524;416223;310800;416223;9;3485231;ventas_domicilio;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0
227031;110145;473393;97971;588564;1501;0;686535;0;686535;5;1958905;ventas_domicilio;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0
809174;416000;777678;55362;1464060;1501;0;1519422;0;1519422;2;2269338;ventas_mostrador;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
138052716;13828;2164660;89494269;-3266776;1501;633110;143369686;57142193;143369686;14;3138171;ventas_otros;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
978237;1342718;529732;262702;1610566;1501;0;1873268;0;1873268;8;2865984;ventas_catalogo;3;0;1;1;0;0;0;0;0;0;1;0;0;0;0
652931;5000;442996;59;719210;1501;0;719269;0;719269;7;2551211;ventas_mostrador;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
1489884;1759208;2455259;1503008;2275783;1501;811000;3778791;0;3778791;11;6752411;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;1;0;1
4402737;1521682;7380947;2744830;2927284;1501;90124;6391788;719674;6391788;19;7350988;ventas_catalogo;5;1;1;0;1;0;1;0;1;0;1;0;0;0;0
2490284;250000;127055;2275762;487042;1501;-4243;2762804;0;2762804;3;8248913;ventas_catalogo;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1
664328;250000;138585;123828;596955;1501;10;720783;0;720783;2;6668198;ventas_catalogo;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1
1201990;76854957;1027918;996750;279229;1501;-359313;1275979;0;1275979;23;7452226;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;1;0;0
4125283;6705000;3014602;2322622;-2477118;1501;-161285;4607694;4762190;4607694;30;8771855;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0
561679;20000;810355;814555;158569;1501;0;973124;0;973124;2;2665845;ventas_mostrador;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
2177316;322051;162276;2512399;871777;1501;0;3384176;0;3384176;2;3725695;ventas_mostrador;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
10096888;1090266;1837933;6283682;3842520;1501;899880;10126202;0;10126202;7;8321479;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;1;0;1
8971872;2870000;1295986;1031950;4032320;1501;-50308;10017744;4953474;10017744;13;8188832;ventas_mostrador;4;1;0;1;0;1;0;0;1;0;1;0;0;0;1
1703791;20000;1427854;1243444;535404;1501;731928;1778848;0;1778848;24;4515489;ventas_mostrador;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
2285127;125000;1989253;1822909;892193;1501;6076;2715102;0;2715102;13;3445060;ventas_otros;2;1;1;0;0;0;0;0;0;0;1;0;0;0;0
2421164;10784224;1729449;879256;1310281;1501;866978;2432285;242748;2432285;4;7980684;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;0;0;1
1950915;210000;384393;1055802;1027682;1501;0;2083484;0;2083484;3;3759808;ventas_mostrador;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
1111804;7588000;468057;257364;866720;1501;372975;1124084;0;1124084;5;8606412;ventas_telefono;2;1;0;1;0;0;0;0;0;0;1;0;0;0;0
318710;645607;3478804;296177;1104406;1501;0;2435756;1035173;2435756;7;2930291;ventas_mostrador;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
1872900;900001;544808;730680;1252775;1501;0;3888003;1904548;3888003;21;2158181;ventas_ecommerce;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
2815583;1800764;359725;2620860;688212;1501;691947;3309072;0;3309072;17;1693642;ventas_comisionistas;2;1;0;1;0;0;0;0;1;0;0;0;0;0;0
61360;420792;665638;666767;361140;1501;0;1027907;0;1027907;18;5180286;ventas_maquinas;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0
13049049;471250;749385;26752829;-5270498;1501;-1780000;21483723;1392;21483723;22;8605036;ventas_comisionistas;1;1;0;1;0;0;0;0;0;0;0;0;1;0;0
8418052;2190000;2166085;4017760;5702995;1501;0;9804267;83512;9804267;4;5056037;ventas_telefono;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
2154104;321676164;536898;0;1819866;1501;479682;2226792;406926;2226792;4;8259773;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0
912552;214620;171544;1177559;347311;1501;194154;1524870;0;1524870;5;7860774;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;1;0;0
5194755;2436937;4075918;4972398;542063;1501;-588566;5514461;0;5514461;10;8962804;ventas_catalogo;1;1;1;0;0;0;0;0;0;0;0;0;1;0;1
11943908;500000;3197538;11870876;-14840416;1501;1691615;16774739;19744279;16774739;5;2945005;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;1;0;0
1013293;1978000;-11567;4264;2204554;1501;0;2208818;0;2208818;0;2530449;ventas_otros;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2928983;800000;2416702;1011545;1846249;1501;539706;3295117;437323;3295117;23;8192312;ventas_domicilio;3;1;1;0;1;0;0;0;0;0;1;0;0;0;0
5898;5100000;71162;0;658963;1501;14966;679963;21000;679963;1;7096157;ventas_mostrador;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
1678412;1424220;1146985;30302;1585880;1501;6296;1760182;144000;1760182;2;6972350;ventas_otros;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
860014;4600000;1634697;275042;660115;1501;82521;935157;0;935157;1;8206923;ventas_comisionistas;2;1;0;1;0;0;0;0;1;0;0;0;0;0;0
6231270;15070000;3040382;4823549;2594922;1501;1811143;11631240;4212769;11631240;15;7297471;ventas_domicilio;3;1;0;0;1;0;0;0;1;0;1;0;0;0;0
930595;4242625;2377829;3951939;1753932;1501;-829721;5705871;0;5705871;20;8922623;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;0;0;1
490640;2747226;1479334;413317;1277674;1501;2377171;1690991;0;1690991;23;5104704;ventas_mostrador;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0
3462352;665000;2771952;2259280;1108200;1501;373849;3843407;475927;3843407;3;7133086;ventas_catalogo;2;1;1;0;0;0;0;0;0;0;1;0;1;0;0
1171764;840402;1566205;58493;1184420;1501;774023;1242913;0;1242913;14;6786914;ventas_mostrador;2;1;0;1;0;0;0;0;1;0;0;0;0;0;1
1504310;160150;1608102;0;1782982;1501;849025;1881769;98787;1881769;9;7238781;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;0;0;1
2241755;1094096;1436209;571763;2831921;1501;0;3403684;0;3403684;10;7181047;ventas_maquinas;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0
10329313;512498;3066417;8999361;1347057;1501;1890695;10346418;0;10346418;2;8382275;ventas_comisionistas;2;1;0;1;1;0;0;0;0;0;0;0;0;0;0
2238854;1124049;855236;2258039;2047349;1501;0;4538492;233104;4538492;5;7601217;ventas_mostrador;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1
6390679;865490;3629400;2747900;3769024;1501;349854;6516924;0;6516924;20;8563831;ventas_mostrador;3;1;0;0;0;1;1;0;1;0;0;0;0;0;0
5957904;2000000;1065986;5395226;2840242;1501;152538;8247210;11742;8247210;7;7001059;ventas_catalogo;2;1;1;0;0;0;0;0;0;0;1;0;1;0;0
4530919;633255;643667;3997816;886963;1501;109400;4884779;0;4884779;48;8621061;ventas_domicilio;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0
3249867;10000;3309391;1195109;2116052;1501;1448492;3311161;0;3311161;13;6788623;ventas_mostrador;2;1;0;0;0;0;0;0;1;0;1;0;0;0;0
1245059;7689206;1489984;0;1926161;1501;147329;2688377;762216;2688377;5;9035089;ventas_maquinas;1;1;0;0;0;0;0;1;0;0;0;0;0;0;1
2622148;1000;251946;2759052;266859;1501;145731;3025911;0;3025911;6;7844712;ventas_telefono;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0
99219;861187;501367;154265;207361;1501;168919;361626;0;361626;8;6977010;ventas_domicilio;3;1;0;1;1;0;0;0;0;0;1;0;0;0;0
2429165;10000;433527;1397311;1094980;1501;0;2492291;0;2492291;9;4998398;ventas_domicilio;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0
1211964;500;655828;38629;1177121;1501;0;1215750;0;1215750;3;6262975;ventas_mostrador;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
19155191;3374550;-226082;16127394;1426409;1501;525566;24879884;7326081;24879884;6;52199;ventas_otros;3;1;0;0;0;0;1;0;1;1;0;0;0;0;0
1603627;92760;1169671;486881;1274083;1501;0;1760964;0;1760964;10;2745237;ventas_ecommerce;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1
5597297;3000950;3325638;6188636;5252111;1501;92927;14340836;2900089;14340836;43;8002967;ventas_mostrador;3;1;0;1;0;0;1;0;1;0;0;0;0;0;0
5218120;1250000;1198374;2951475;2723453;1501;0;5674928;0;5674928;14;7714406;ventas_catalogo;3;1;1;0;1;0;0;0;0;0;1;0;1;0;1
428975;6000;236514;15914;470123;1501;0;486037;0;486037;7;2406146;ventas_domicilio;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0
1560355;539300;1465166;1298520;999649;1501;0;2298169;0;2298169;11;3653398;ventas_telefono;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1
618913;1000;647846;1182464;-550526;1501;1556;631938;0;631938;12;3274857;ventas_domicilio;2;1;0;0;1;0;0;0;1;0;0;0;1;0;0
1207948;174000;603203;399501;1710494;1501;0;2908879;798884;2908879;4;5590614;ventas_mostrador;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
495273;192000;1231450;473365;1019432;1501;14289;1492797;0;1492797;16;2271233;ventas_mostrador;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
2542970;3190349;1710025;4902562;4759184;1501;0;9661746;0;9661746;14;5071903;ventas_telefono;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0
1721830;14311;530335;1647953;177552;1501;54;1825505;0;1825505;8;2708591;ventas_mostrador;3;1;1;0;0;0;0;0;1;0;1;0;0;0;0
1093504;500075;551319;1383367;627891;1501;0;2011258;0;2011258;7;5081889;ventas_domicilio;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0
249237;260000;837616;128684;952880;1501;70;1229037;147473;1229037;6;5184877;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0
7083149;2903567;4368006;4132156;3352012;1501;164290;7484168;0;7484168;60;8723460;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0
4177052;819930;761856;3472417;1390322;1501;0;4862739;0;4862739;11;7434211;ventas_mostrador;3;1;1;0;0;0;0;0;1;0;1;0;0;0;0
1124036;868873;1134076;235300;1564281;1501;15;1799581;0;1799581;6;2968180;ventas_telefono;1;1;0;0;0;0;0;0;0;0;1;0;1;0;0
314937;20000;668735;103867;360517;1501;82;464384;0;464384;10;2646963;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0
3862516;125700;500025;3209831;673222;1501;14;3883053;0;3883053;5;6090430;ventas_mostrador;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1
5155332;468297;2144291;5525087;-268015;1501;5726;5257072;0;5257072;13;5023338;ventas_mostrador;3;1;0;0;0;0;1;0;1;0;1;0;0;0;0
10578994;1650711;538807;7871626;2875536;1501;11890;10747162;0;10747162;3;6317853;ventas_mostrador;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1
899951;313220;280440;2826485;371911;1501;0;3198396;0;3198396;3;2432351;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0
236941;1001000;180500;355603;1316534;1501;8647;1672137;0;1672137;4;3242891;ventas_mostrador;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
277240;365500;277223;55766;634962;1501;0;690728;0;690728;2;2311644;ventas_domicilio;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0
1283637;80000;259698;1293146;175204;1501;51939;1468350;0;1468350;2;4210183;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0
2959807;3147261;1450250;1785864;4460844;1501;800083;6472927;226219;6472927;6;8262034;ventas_ecommerce;1;1;0;0;0;1;0;0;0;0;0;0;1;0;1
1059404;242000;730242;370076;828831;1501;0;1198907;0;1198907;7;7250890;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0
1025667;873000;209753;49917;978712;1501;8;1028629;0;1028629;2;8131141;ventas_mostrador;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
3063735;10000;3021345;6480792;-1378855;1501;1;5378993;277056;5378993;41;8579051;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;0;0;1
1692598;3000;1283462;164299;1791004;1501;433902;1955314;11;1955314;1;8466660;ventas_otros;1;1;0;0;0;0;0;0;0;1;0;0;1;0;1
1983095;3000;805888;269320;1888444;1501;1091;2157771;7;2157771;8;6420523;ventas_otros;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7779293;162560;157051;0;7829293;1501;28367;7829293;0;7829293;1;7795417;ventas_telefono;4;0;1;0;0;1;0;1;0;0;1;0;1;0;0
24703633;5324000;7971411;10908140;14158108;1501;6418809;25066248;0;25066248;15;7551952;ventas_telefono;5;0;1;1;0;0;1;0;1;0;1;0;0;0;1
5153985;1024;5809670;1061905;8087674;1501;2992641;9149579;0;9149579;8;8174796;ventas_otros;1;1;0;0;0;0;0;0;0;1;0;0;1;0;0
4636645;458255;4284873;2468338;2314614;1501;390242;4967188;184236;4967188;39;8360786;ventas_mostrador;2;1;0;0;0;0;0;0;1;0;1;0;0;0;0
6090205;350000;1347216;5418178;905431;1501;360818;6323609;0;6323609;8;7250893;ventas_mostrador;2;1;0;0;0;0;0;0;1;0;1;0;0;0;1
5120758;350000;1056954;3947562;1367358;1501;434557;5314920;0;5314920;14;5806516;ventas_comisionistas;1;1;0;0;0;0;0;0;1;0;0;0;0;0;1
6231832;310221;2521426;867193;4503893;1501;1677306;6421453;1050367;6421453;7;8707150;ventas_domicilio;3;1;0;0;1;0;0;0;1;0;1;0;0;0;0
