activo_corriente;capital_invertido;gastos_por_prestamos;deudas_corto_plazo;patrimonio_empresa;provincia;ganancia_operativa;total_activo;deudas_largo_plazo;total_pasivo_y_patrimonio;numero_empleados;ventas_netas;canal_principal;cantidad_canales_venta;publicidad;vende_por_catalogo;vende_con_comisionistas;vende_a_domicilio;vende_en_linea;vende_en_ferias;vende_en_maquinas_venta;vende_en_tienda;otros_medios_venta;vende_por_telefono;usa_ventas_comisionistas;uso_de_software;ventas_ventas_comisionistas;sobrevive_2años
2329080;492411;1092782;90142;5363551;1501;231841;5453693;0;5453693;17;8827287;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;0;;0
655607;3000000;25651;8573;571956;1501;-1385061;704662;124133;704662;3;7522260;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0
1504242;144574;1623338;119766;2494256;1501;441991;3126993;512971;3126993;18;8422528;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;0;;0
2133948;300000;1113524;1335602;814318;1501;13;2149920;0;2149920;22;6507032;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;1;0;0
1205105;3237537;2216307;5680301;-1800072;1501;61242;3880229;0;3880229;12;7899423;ventas_mostrador;1;0;0;0;0;0;0;0;1;0;0;0;0;;0
447357;232470;581063;8039;495928;1501;0;503967;0;503967;5;5204438;ventas_mostrador;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0
1687422;7335262;1116460;44273;1769136;1501;351587;1932519;119110;1932519;17;8592784;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;1;0;1
1926782;425435;1947376;3122072;2460710;1501;1051045;5582782;0;5582782;0;8293568;ventas_maquinas;1;1;0;0;0;0;0;1;0;0;0;0;1;;1
1074183;53565412;1287949;613273;2301928;1501;418661;5006619;2091418;5006619;17;7757910;ventas_maquinas;1;1;0;0;0;0;0;1;0;0;0;0;1;0;0
5419844;3680660;1017573;2163;5732785;1501;709850;5734948;0;5734948;6;7439299;ventas_mostrador;3;1;0;1;0;1;0;0;1;0;0;0;0;0;1
1855463;118764;453577;1962762;527198;1501;158134;2489960;0;2489960;12;7126982;ventas_mostrador;2;1;0;0;0;0;0;0;1;0;1;0;1;;1
1162050;850000;580520;659608;1151247;1501;271212;1810855;0;1810855;6;7001379;ventas_maquinas;1;1;0;0;0;0;0;1;0;0;0;0;0;;0
2723233;489178;317434;1121498;547916;1501;0;2733977;1064563;2733977;2;8012195;ventas_mostrador;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
11558699;0;3941461;531789;11307933;1501;-90647;11839722;0;11839722;38;8874051;ventas_mostrador;2;1;0;1;0;0;0;0;1;0;0;0;0;0;0
8258123;2684774;2300118;5355278;3047687;1501;396899;8402965;0;8402965;22;4542809;ventas_comisionistas;2;1;0;1;0;0;0;0;1;0;0;0;1;0;0
29651964;7976740;3416761;30257178;1170437;1501;31108;32238532;810917;32238532;48;7299826;ventas_mostrador;2;1;0;0;0;1;0;0;1;0;0;0;1;0;0
9658995;1941108;3153434;671696;11073387;1501;1234024;11745083;0;11745083;8;8259970;ventas_maquinas;1;1;0;0;0;0;0;1;0;0;0;0;0;;1
10642070;160000;2366161;2265994;8561650;1501;794381;10827644;0;10827644;5;8735430;ventas_comisionistas;2;1;0;0;0;0;0;0;0;0;1;1;1;;1
10907097;3600000;2255700;2046007;8904997;1501;448765;10951004;0;10951004;10;8724709;ventas_telefono;1;1;0;0;0;0;0;0;0;0;1;0;0;0;1
10044747;160000;1685593;1118577;9019719;1501;292015;10138296;0;10138296;5;7342959;ventas_comisionistas;2;1;0;1;0;0;0;0;0;0;1;0;0;0;1
13213865;4673006;2848798;10682153;5744291;1501;2876598;16426444;0;16426444;21;7826012;ventas_ecommerce;5;1;1;1;1;1;0;0;0;0;1;0;1;0;1
40288377;5496856;1110139;31249300;12763772;1501;0;44013072;0;44013072;9;3540481;ventas_mostrador;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
5401731;2425176;2503762;1673920;2659954;1501;45345;5823470;1489596;5823470;35;6690985;ventas_otros;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
13114811;7256000;3145584;2273812;11750214;1501;609975;17166855;3142829;17166855;67;7937604;ventas_otros;1;1;0;0;0;0;0;0;0;1;0;0;0;;1
13114811;7256000;3145584;2273812;11750214;1501;58711;17166855;3142829;17166855;68;7937604;0;;1;;;;;;;;;;0;0;0;0
8666225;983021;2832354;6405738;6662999;1501;0;13068737;0;13068737;15;7298744;ventas_otros;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
4136564;3826500;902638;2445488;2243114;1501;127530;4688602;0;4688602;29;8843178;ventas_catalogo;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1
4104455;2225220;962935;3224389;2291959;1501;44566;5516348;0;5516348;36;8404075;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;1;0;1
3756630;1972358;-735269;5954388;-970249;1501;0;4984139;0;4984139;6;3869733;ventas_mostrador;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0
2040267;1188780;701723;1934065;1680508;1501;-160452;4236209;621636;4236209;8;7396407;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;0;;0
4424418;2260000;1853313;2657880;1535715;1501;-404704;4533160;339565;4533160;17;8047115;ventas_domicilio;4;1;0;1;1;0;0;0;1;0;1;0;1;0;0
3549390;551487;375200;2538371;1219469;1501;3010;3757840;0;3757840;16;6678159;ventas_mostrador;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1
11665034;5000000;6444349;10803227;10203660;1501;6109117;21006887;0;21006887;7;6528100;ventas_comisionistas;2;1;0;0;0;0;0;0;0;0;1;1;0;;1
12544553;2200000;1552062;7200239;12342392;1501;3827314;21603158;2060527;21603158;85;6396801;ventas_comisionistas;2;1;0;1;0;0;0;0;0;0;1;0;1;0;1
14956522;5000000;1260636;7497030;14797338;1501;4002131;23617952;1323584;23617952;40;5404972;ventas_comisionistas;2;0;0;1;0;0;0;0;0;0;1;0;0;0;1
3271241;4487743;3774566;1298298;1476567;1501;-983102;5089689;2314824;5089689;51;7300808;ventas_mostrador;1;0;0;0;0;0;0;0;1;0;0;0;0;;0
7073135;1452151;1639286;3553254;7774037;1501;77059;14825219;3497928;14825219;21;8975476;ventas_catalogo;2;1;1;0;0;0;0;0;0;0;1;0;0;0;0
7602582;1718836;1351687;3770672;1404274;1501;422403;11147198;5972252;11147198;57;4931736;ventas_otros;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0
19110575;40000;3625912;2072364;21785806;1501;44353;23858170;0;23858170;20;8474900;ventas_comisionistas;3;0;1;1;0;0;0;0;1;0;0;0;0;0;0
5352542;1800000;2241057;2053926;3537155;1501;0;5735638;144557;5735638;10;7813086;ventas_mostrador;2;0;0;0;0;0;0;0;1;0;1;0;0;0;1
16579200;2466041;5530989;12829514;9739290;1501;5649066;23034763;465959;23034763;7;6615648;ventas_catalogo;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0
4927062;0;831781;3380703;7809486;1501;778522;11190189;0;11190189;3;8048881;ventas_mostrador;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4954117;6575671;623639;4355565;23885047;1501;7114743;36517098;8276486;36517098;6;7850025;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;0;0;1
7100423;6575671;6941432;3523860;24233099;1501;581796;40648654;12891695;40648654;17;6941431;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;1;0;0
1418269;975500;693973;547431;1399058;1501;0;2259115;312626;2259115;6;2484927;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0
2290298;316309;482147;923369;1385200;1501;254661;2308569;0;2308569;5;8711789;ventas_telefono;2;1;0;0;0;1;0;0;0;0;1;0;0;0;1
2539141;316309;589631;827560;1726073;1501;0;2553633;0;2553633;5;8422158;ventas_mostrador;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1
3066102;2238006;2090309;3061587;2490835;1501;286946;5552422;0;5552422;9;6086495;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0
4652753;620381;937126;1997194;4438055;1501;20000;6435249;0;6435249;7;7064311;ventas_telefono;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0
3147571;2000000;2603583;846615;4878886;1501;10151;6789182;1063681;6789182;18;5099817;ventas_comisionistas;2;1;0;1;0;0;1;0;0;0;0;0;0;0;0
2140389;330285;1023717;594458;1744841;1501;42567;2339299;0;2339299;15;3316647;ventas_catalogo;3;1;1;0;0;0;0;0;1;0;1;0;0;0;0
6098794;4909692;2136457;7301530;530714;1501;275774;13125077;5292833;13125077;16;6850120;ventas_catalogo;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0
7126644;5049000;1595469;4188386;3068881;1505;1992;7257267;0;7257267;19;7829986;ventas_catalogo;2;1;1;0;0;0;0;0;1;0;0;0;1;0;1
2541357;721573;2024078;1004062;2580320;1501;1079429;3584382;0;3584382;3;8306458;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;0;;0
4685163;1092908;2171726;0;4108217;1501;458681;4970815;862598;4970815;17;8679959;ventas_ecommerce;2;1;0;0;0;1;0;0;1;0;0;0;1;0;1
10169957;5732971;966236;3603374;7374240;1501;0;10977614;0;10977614;15;4685050;ventas_telefono;3;0;0;0;1;0;0;0;1;0;1;0;0;0;0
4032307;2554413;2468654;2020355;2602704;1501;16907;4689136;66077;4689136;28;6799680;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;1;0;0
3606954;2000000;1806373;1983644;1919099;1501;9084;3902743;0;3902743;19;5876708;ventas_mostrador;2;1;0;0;0;0;0;0;1;0;1;0;1;0;1
6782457;8500000;1392777;1876139;7872786;1501;75539;10856618;1107693;10856618;8;6474113;ventas_comisionistas;3;1;0;0;0;0;0;0;1;0;1;1;0;;0
2311556;708496;2362985;1596847;983056;1501;0;2579903;0;2579903;6;4965704;ventas_otros;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
3294185;14412631;3412096;2006788;10425962;1501;906991;12432750;0;12432750;29;6787327;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0
4732065;2500000;2252234;972383;6479627;1501;1796894;8069341;617331;8069341;24;4799464;ventas_otros;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
3381426;5675712;724929;40258;3341168;1501;1668834;3381426;0;3381426;10;7329812;ventas_catalogo;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
6050602;1061615;3051400;902255;4845193;1501;1618771;6197861;450413;6197861;10;7783903;ventas_mostrador;2;1;0;1;0;0;0;0;1;0;0;0;1;0;0
2554270;4586076;3047558;1353961;5119116;1501;131217;11084124;4611047;11084124;64;8432278;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;0;;0
5971871;2769400;1076499;1924942;4361613;1501;132;6286555;0;6286555;13;2327529;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;1;0;0
4307661;3000000;3007385;310586;3507149;1501;0;4708481;890746;4708481;10;6492622;ventas_ecommerce;1;1;0;0;0;1;0;0;0;0;0;0;1;0;0
2239119;1822595;1065996;685392;1388523;1501;-21367;2514611;440696;2514611;5;8220102;ventas_comisionistas;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0
1102160;392230;476327;415063;704495;1501;0;1119558;0;1119558;5;2231508;ventas_mostrador;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
3465097;862288;608260;526900;3388340;1501;82340;3915240;0;3915240;4;8012082;ventas_mostrador;3;1;0;0;0;1;0;0;1;0;1;0;0;;0
2336943;2790599;1584260;165167;3145518;1501;343514;5235657;1924972;5235657;19;8700803;ventas_maquinas;2;1;0;0;0;0;0;1;1;0;0;0;0;;1
1656016;2790599;1381940;623928;3323035;1501;189078;4171253;224290;4171253;17;8467121;ventas_maquinas;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0
3885149;3632874;391486;0;3262225;1501;3110631;5088326;1826101;5088326;8;4623464;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0
2999483;581510;1131802;1558672;2009358;1501;280881;4101791;533761;4101791;10;9072114;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;0;;1
2112676;616511;1783681;425697;3991780;1501;554857;4417477;0;4417477;1;7471968;ventas_maquinas;1;1;0;0;0;0;0;1;0;0;0;0;0;;1
2907986;2700000;427616;2703502;258221;1501;93432;2961723;0;2961723;22;8767705;ventas_comisionistas;2;0;0;1;0;0;0;0;0;0;1;0;1;0;0
861364;1147928;1280157;118670;1308172;1501;253122;1426842;0;1426842;6;7166276;ventas_maquinas;2;1;0;0;0;0;0;1;1;0;0;0;0;;0
1911706;1200000;898451;1319054;991883;1501;35691;2310937;0;2310937;11;3593805;ventas_comisionistas;3;1;1;1;0;0;0;0;0;0;1;0;1;0;0
6743695;2189084;1763530;2491869;866105;1501;34422;8699559;5341585;8699559;13;8319110;ventas_comisionistas;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0
3915602;300000;3124625;3744365;660194;1501;509;4404559;0;4404559;19;5392787;ventas_ecommerce;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0
929459;264683;1640770;236546;748735;1501;308476;985281;0;985281;17;8615877;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;0;;1
1808437;264683;1447576;141922;1678824;1501;17817;1820746;0;1820746;18;5880693;ventas_mostrador;1;0;0;0;0;0;0;0;1;0;0;0;1;0;1
5460608;981314;1833024;1304513;6111143;1501;433207;7441987;26331;7441987;15;8660902;ventas_mostrador;3;1;0;0;0;1;0;0;1;0;1;0;1;0;0
6613837;810389;7360898;3127873;3527227;1501;509778;6655100;0;6655100;93;8004253;ventas_domicilio;2;1;0;0;1;0;1;0;0;0;0;0;0;;0
13100561;9538800;4097811;5660840;12881564;1501;0;18542404;0;18542404;18;9083989;ventas_mostrador;3;1;0;1;0;0;0;0;1;0;1;0;0;0;1
4453825;123362;1650440;2044960;2709124;1501;1033247;6094938;1340854;6094938;9;8168522;ventas_telefono;3;1;1;0;0;0;0;0;0;0;1;1;0;;1
5574414;770000;-980839;1405814;2728173;1501;347953;7538492;3404505;7538492;20;8373868;ventas_comisionistas;1;0;0;1;0;0;0;0;0;0;0;0;1;0;1
6460561;770;1404829;3750175;2921954;1501;18106;8572504;1900375;8572504;20;4771963;ventas_otros;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
991999;66223;444324;988673;1156189;1501;3256;2144862;0;2144862;9;3140419;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;1;0;0
4701290;75463;659398;702029;4152757;1501;20000;4854786;0;4854786;6;3398836;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0
3919085;2020000;707148;1964906;3465400;1501;0;5430306;0;5430306;15;8014385;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;0;0;1
2776208;1983868;431569;1756693;2342743;1501;0;4099436;0;4099436;3;3923358;ventas_mostrador;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1
2182069;1300;546117;562138;1690206;1501;2;2272025;19681;2272025;13;2457196;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0
967620;455711;586249;1055498;695407;1501;92698;1750905;0;1750905;25;7423221;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;0;;1
3406068;2230000;3765709;763734;3382385;1501;16938;4195470;49351;4195470;70;6639363;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;1;0;0
3653117;3200000;771302;1100798;6210924;1501;0;8191346;879624;8191346;20;6969514;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;1;0;1
2447168;249998;1278733;262697;2445902;1501;440714;3093469;384870;3093469;6;8077162;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;1;;1
2643405;2141568;1295479;315596;2646875;1501;306418;3199187;236716;3199187;22;8156707;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;1;0;1
9770192;148096;1606572;2320964;7451245;1501;869615;9772209;0;9772209;4;7793166;ventas_comisionistas;2;1;0;0;0;1;0;0;0;0;0;1;0;;0
2440109;233545;1421428;0;2675069;1501;583135;2677557;2488;2677557;11;6954239;ventas_maquinas;1;1;0;0;0;0;0;1;0;0;0;0;0;;1
1113578;77750;1885749;440632;997997;1501;0;1438629;0;1438629;13;6309830;ventas_domicilio;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0
7936740;3115186;753077;1569545;6408769;1501;371856;7978314;0;7978314;15;8434047;ventas_domicilio;2;1;0;0;1;0;0;0;1;0;0;0;0;;1
8775770;3115186;890273;2013818;6788387;1501;312184;8802205;0;8802205;15;7506642;ventas_domicilio;2;1;0;0;1;0;0;0;1;0;0;0;1;0;1
7941654;3115186;395857;1214183;6961645;1501;3296;8175828;0;8175828;15;4045009;ventas_domicilio;2;1;0;0;1;0;0;0;1;0;0;0;0;0;0
4911311;917903;577737;2683344;3199301;1501;26202;5882645;0;5882645;26;5049502;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0
2088078;51300;1008620;147465;1817755;1501;7;2388614;423394;2388614;11;5860137;ventas_otros;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4408351;900000;1400254;1229360;3475401;1501;5452;4704761;0;4704761;10;6377044;ventas_mostrador;3;1;1;0;0;0;0;0;1;0;1;0;1;0;1
1234993;456178;427055;724517;636648;1501;15354;1361165;0;1361165;10;2521859;ventas_ecommerce;3;1;1;0;0;1;0;0;1;0;0;0;0;0;0
9367390;3000000;1836642;6060929;5029474;1501;-449670;11090403;0;11090403;19;7995603;ventas_telefono;3;1;1;0;1;0;0;0;0;0;1;0;1;0;1
9367390;3000000;1836642;6060929;5029474;1501;1163720;11090403;0;11090403;19;7995603;0;;1;;;;;;;;;;0;0;0;0
2390887;377715;899626;1276609;1208146;1501;199296;2518375;33620;2518375;13;7361394;ventas_catalogo;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0
4145166;1520477;511785;727010;4017346;1501;1023;4744356;0;4744356;5;2540762;ventas_otros;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0
2576642;20000;1118578;1097370;1235059;1501;0;2743881;411452;2743881;15;5745468;ventas_domicilio;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0
3248021;1142496;1360749;667131;2843694;1501;577359;3510825;0;3510825;14;8440359;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;0;;1
3955781;13895479;1456800;1011652;3189520;1501;515160;4201172;0;4201172;13;6920091;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;0;0;1
3955781;1142496;1456800;1011652;3189520;1501;0;4201172;0;4201172;13;6920091;0;;1;;;;;;;;;;0;0;0;0
2320376;1029491;494913;1794570;1364383;1501;22705;3522502;363549;3522502;8;5662402;ventas_comisionistas;2;1;0;1;0;0;0;0;1;0;0;0;0;0;0
8818037;457838;861249;1434764;5719401;1501;889685;13552637;6398472;13552637;13;7311249;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0
11874234;3189102;1459408;396198;12760025;1501;69582;13174008;17785;13174008;15;7047429;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;1;;0
2719055;2452505;1828201;69261;2935989;1501;651413;3193272;188022;3193272;6;8807713;ventas_maquinas;1;1;0;0;0;0;0;1;0;0;0;0;0;;1
11773087;4411014;737385;6876194;6119214;1501;590820;12995408;0;12995408;6;8232684;ventas_maquinas;1;1;0;0;0;0;0;1;0;0;0;0;1;0;1
3051968;874128;1702337;2213612;1858747;1501;27455;4072359;0;4072359;15;8050510;ventas_otros;1;0;0;1;0;0;0;0;0;0;0;0;1;0;1
710442;270001;1096039;138725;598976;1501;4;737701;0;737701;12;6901215;ventas_mostrador;3;0;1;0;0;0;0;0;1;0;1;0;0;0;1
2430397;130420;551744;378783;2171558;1501;0;2550341;0;2550341;6;4081885;ventas_otros;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1
2960287;1678900;665489;2606179;2229450;1501;440043;4835629;0;4835629;19;8494778;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;0;;1
3392549;1678900;673384;1941532;2706998;1501;1121134;4808577;160047;4808577;18;5609568;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0
4602088;900000;1500954;937897;4934022;1501;-146771;5871919;0;5871919;9;8806982;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0
10714392;7072959;365362;4561212;7378116;1501;13374;27100498;15161170;27100498;11;4949609;ventas_mostrador;2;1;1;0;0;0;0;0;1;0;0;0;0;0;0
6408956;17121840;2201444;2117962;1959545;1501;459803;6862935;2785428;6862935;23;8521475;ventas_mostrador;2;1;0;0;0;1;0;0;1;0;0;0;1;0;1
3544881;1344622;1035008;808213;858780;1501;5282;3606359;1939366;3606359;14;3980761;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;1;0;0
4842972;29423;613811;2892722;2252903;1501;2;5274317;128692;5274317;8;7863958;ventas_mostrador;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1
2027161;90001;1848833;1113892;3949470;1501;647248;5067663;4301;5067663;8;7087004;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;0;;0
9587911;1076427;2547584;1009617;10740085;1501;871906;12799700;1049998;12799700;19;7185865;ventas_mostrador;3;1;1;0;0;0;0;0;1;0;1;0;1;0;0
2659414;1778940;382369;9979441;10432040;1501;2948731;20411481;0;20411481;13;382369;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;0;0;1
12942126;4116617;3264778;10176625;12243324;1501;-100671;24093822;1673873;24093822;24;8595488;ventas_ferias;4;1;1;0;1;0;1;0;0;0;1;0;1;0;1
22003618;2490000;7418492;8546753;15947642;1501;1033770;24672867;178472;24672867;14;7821122;ventas_ferias;4;0;1;0;1;0;1;0;0;0;1;0;0;0;1
29267369;5490000;7724482;6404951;16628800;1501;338198;32497575;9463824;32497575;34;8068688;ventas_ferias;4;1;1;0;1;0;1;0;0;0;1;0;1;0;1
3577390;500;914687;672544;6135014;1501;147403;6807558;0;6807558;12;9063211;ventas_mostrador;1;0;0;0;0;0;0;0;1;0;0;0;1;0;1
9996214;3056000;4951812;5217723;12027013;1501;2617221;21887498;4642762;21887498;10;8612916;ventas_otros;3;1;1;0;0;0;0;0;1;1;0;0;1;;1
9195767;3056000;4486594;7737407;12403650;1501;2036762;20141057;0;20141057;16;7537450;ventas_otros;2;0;0;0;0;0;1;0;0;1;0;0;1;0;0
4976141;1200400;1683397;5826047;3916142;1501;14414;9742189;0;9742189;3;8818123;ventas_ecommerce;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1
4856171;2610057;1220868;0;2881187;1501;0;6078831;3197644;6078831;13;5039001;ventas_mostrador;4;1;1;0;1;0;0;0;1;0;1;0;0;0;0
2249829;10895628;626863;129297;1537003;1501;399837;3346300;1680000;3346300;17;6996793;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;1;0;0
611935;650000;955707;167175;2150121;1501;193680;2329222;11926;2329222;20;7794837;ventas_mostrador;1;0;0;0;0;0;0;0;1;0;0;0;1;0;1
2621561;413371;2752048;3938200;2827228;1501;484355;6765428;0;6765428;2;7210927;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;0;;0
6242014;413569;3653344;1608207;5095230;1501;3725884;6703437;0;6703437;10;8944584;ventas_otros;1;1;0;0;0;0;0;0;0;1;0;0;0;;1
3740045;1541837;1372244;2674801;2044497;1501;44764;4804643;85345;4804643;24;6748884;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0
416348;536444;507237;826108;779892;1501;63314;1606000;0;1606000;9;8387056;ventas_mostrador;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
5662801;7696200;1588858;5124601;7409032;1501;-802317;17128039;4594406;17128039;20;6785631;ventas_mostrador;4;1;0;0;0;1;0;0;1;0;1;1;0;;1
7586670;2006105;4538198;4547384;6741447;1501;-116341;15910026;4621195;15910026;70;7584261;ventas_mostrador;3;1;0;1;0;0;0;0;1;0;1;0;0;0;0
2151184;1118270;663350;339977;2575950;1501;169982;2915927;0;2915927;20;7126556;ventas_otros;1;1;0;0;0;0;0;0;0;1;0;0;0;;0
965173;121800;790833;17724;1462164;1501;289093;1493151;13263;1493151;8;8988482;ventas_maquinas;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1
965173;121800;790833;17724;1462164;1501;0;1493151;13263;1493151;14;8988482;ventas_maquinas;1;1;0;0;0;0;0;1;0;0;0;0;1;0;1
4517690;1230795;2080200;1336429;9293573;1501;344995;10656561;26559;10656561;13;5191475;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;1;0;0
2181802;800000;979404;2651296;1186141;1501;299231;3837437;0;3837437;9;8025734;ventas_mostrador;1;0;0;0;0;0;0;0;1;0;0;0;1;0;1
1129047;300000;2187672;598697;924104;1501;144468;2347362;824561;2347362;21;7180808;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;1;;1
7349574;2097580;2743399;5423009;3917258;1501;24;9340267;0;9340267;9;4838153;ventas_otros;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0
1658921;1344722;1092416;273796;1619486;1501;96884;1893282;0;1893282;16;6776259;ventas_maquinas;2;1;0;0;0;0;0;1;0;1;0;0;1;;1
1189894;1743662;700388;640278;2592896;1501;0;3233174;0;3233174;12;5793579;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;1;0;0
7116157;2886336;2117926;2632655;5040920;1501;453960;7673575;0;7673575;27;7322142;ventas_mostrador;4;1;0;0;1;0;0;0;1;0;1;1;1;;1
7116157;2886336;2117926;2632655;5040920;1501;70484;7673575;0;7673575;27;7322142;0;;1;;;;;;;;;;0;1;0;0
12609708;202639;1995730;558158;12479340;1501;1538572;13037498;0;13037498;7;7446580;ventas_telefono;3;1;0;0;0;1;0;0;1;0;1;0;1;;1
15083780;202639;1446606;257008;15582291;1501;23154;15839299;0;15839299;10;6817163;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;1;0;1
4850644;2912453;1956887;515095;5502194;1501;757668;7490308;1473019;7490308;3;8402468;ventas_maquinas;2;1;0;0;0;0;0;1;1;0;0;0;1;;0
4731886;710980;2633538;3237285;1874894;1501;280412;5112179;0;5112179;35;8190562;ventas_comisionistas;4;1;1;1;0;0;1;0;0;0;1;0;0;0;0
3058394;3012620;6841834;4262749;2766282;1501;6686274;10689445;3660414;10689445;13;7076026;ventas_ecommerce;2;1;0;1;0;1;0;0;0;0;0;0;0;0;0
6378737;807322;415747;4615;2957004;1501;0;6858651;3897032;6858651;3;5471409;ventas_mostrador;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
2280250;31064;666418;339236;2013002;1501;0;2352238;0;2352238;9;2797516;ventas_mostrador;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
4291469;1996000;7131733;567643;4212007;1501;13606;4866381;86731;4866381;40;7854901;ventas_otros;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1
1201246;1635563;1295245;1386183;3775012;1501;48930;5161195;0;5161195;10;5910743;ventas_maquinas;1;1;0;0;0;0;0;1;0;0;0;0;0;0;1
1377229;774180;1314614;826284;1207697;1501;446;2033981;0;2033981;21;8214193;ventas_maquinas;1;1;0;0;0;0;0;1;0;0;0;0;1;0;1
3985841;1653319;635223;277267;5683725;1501;533215;6295709;334717;6295709;4;7060728;ventas_maquinas;2;1;0;0;0;0;0;1;1;0;0;0;1;0;0
