IRUC;ACTIVIDADECONOMICA;Actividad economica;Activo corriente;CIIU;Capital Suscrito;Capital pagado;Departamento;Distrito;Dividendos pagados1;Dividendos pagados2;Gastos financieros;MERCADERIAPRINCIPAL;Margen Comercial;NumMeses;Pasivo corriente;Patrimonio neto;Prestación de servicios;Provincia;Resultado de Explotacion;Total Activo;Total Pasivo no corriente;Total Pasivo y Patrimonio;Totalempleados;VENTAS;Ventas netas de mercaderías;Ventas netas de productos terminados, subproductos, desechos y desperdicios;canal_dominante;nro_canales_usados;publicidad;usa_catalogo;usa_comisionistas;usa_domicilio;usa_ecommerce;usa_ferias;usa_maquinas;usa_mostrador;usa_otros;usa_telefono;usa_total;usa_ventas_comisionistas;uso_de_software;ventas_catalogo;ventas_comisionistas;ventas_domicilio;ventas_ecommerce;ventas_ferias;ventas_maquinas;ventas_mostrador;ventas_otros;ventas_telefono;ventas_total;ventas_total_canal13;ventas_ventas_comisionistas;Año;Sobrevive_2años
11872;;;2999483;;581510;581510;15;150115;0;;206311;;1131802;;1558672;2009358;1406132;1501;280881;4101791;533761;4101791;10;10478246;9072114;0;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;0;0;;0;;;;;;;;;;;2015;1
11897;;;2112676;;616511;616511;15;150132;0;;2485;;1783681;;425697;3991780;34394;1501;554857;4417477;0;4417477;1;7506362;7471968;0;ventas_maquinas;1;1;0;0;0;0;0;1;0;0;0;0;0;0;;0;;;;;;;;;;;2015;1
11918;VENTA AL POR MAYOR Y MENOR DE PRODUCTOS FARMACEUTICOS Y AFINES;;2907986;4649;2700000;2700000;15;150199;0;0;0;MEDICINA GENERICA;427616;12;2703502;258221;0;1501;93432;2961723;0;2961723;22;8767705;8767705;0;ventas_comisionistas;2;0;0;1;0;0;0;0;0;0;1;0;0;1;0;7452549;0;0;0;0;0;0;1315156;8767705;8767705;0;2019;0
11940;;;861364;;1147928;1147928;15;150199;169583;;11991;;1280157;;118670;1308172;0;1501;253122;1426842;0;1426842;6;7166276;7166276;0;ventas_maquinas;2;1;0;0;0;0;0;1;1;0;0;0;0;0;;0;;;;;;;;;;;2015;0
12049;IMPORTACION DE ARTICULOS DE FERRETERIA Y DISTRIBUCION A NIVEL NACIONAL;;1911706;4663;1200000;1200000;15;150199;0;0;0;VALVULAS DE AGUA EUROVALVE BROCAS  BOMBAS HERRAMIENTAS DE FERRETERIA;898451;12;1319054;991883;0;1501;35691;2310937;0;2310937;11;3593805;3593805;0;ventas_comisionistas;3;1;1;1;0;0;0;0;0;0;1;0;0;1;116170;3012956;0;0;0;0;0;0;464679;3593805;3593805;0;2019;0
12062;COMERCIALIZACION DE PRODUCTOS FERRETEROS;;6743695;4663;2189084;2189084;15;150199;0;0;0;ARENA;1763530;12;2491869;866105;0;1501;34422;8699559;5341585;8699559;13;8319110;8319110;0;ventas_comisionistas;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;8319110;0;0;0;0;0;0;0;8319110;8319110;0;2019;0
12134;COMERCIALIZACION Y DISTRIBUCION PARA DISPOSITIVOS DE SELLADOS;;3915602;4659;300000;300000;15;150199;3118086;0;0;SELLOS MECANICO  EMPAQUETADURAS  SELLOS AISLADORES  MASILLA EPOXICA;3124625;12;3744365;660194;0;1501;509;4404559;0;4404559;19;5392787;5392787;0;ventas_ecommerce;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;5392787;0;0;0;0;0;5392787;5392787;0;2019;0
12196;;;929459;;264683;264683;15;150140;0;;6723;;1640770;;236546;748735;240000;1501;308476;985281;0;985281;17;8855877;8615877;0;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;0;0;;0;;;;;;;;;;;2015;1
12196;VENTA AL POR MENOR DE COMBUSTIBLE;;1808437;4730;264683;264683;15;150140;;;0;COMBUSTIBLE;1447576;12;141922;1678824;0;1501;17817;1820746;0;1820746;18;5880693;5880693;0;ventas_mostrador;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;5880693;0;0;5880693;5880693;0;2019;1
12262;VENTA AL POR MAYOR DE OTROS TIPOS DE MAQUINARIAS Y EQUIPO;;5460608;4659;460001;981314;15;150199;25466;53648;7548629;SOLDADURAS;1833024;12;1304513;6111143;0;1501;433207;7441987;26331;7441987;15;8660902;8660902;0;ventas_mostrador;3;1;0;0;0;1;0;0;1;0;1;0;0;1;0;0;0;10;0;0;95;0;5;0;0;0;2016;0
12302;;;6613837;;810389;810389;15;150199;0;;488456;;7360898;;3127873;3527227;0;1501;509778;6655100;0;6655100;93;8004253;8004253;0;ventas_domicilio;2;1;0;0;1;0;1;0;0;0;0;0;0;0;;0;;;;;;;;;;;2015;0
12353;VENTA DE MOTOCICLETAS Y ACCESORIOS Y REPUESTOS DE MOTOS;;13100561;4510;9538800;9538800;15;150140;1882386;39615;0;MOTOCICLETAS Y ACCESORIOS Y REPUESTOS DE MOTOS;4097811;12;5660840;12881564;0;1501;0;18542404;0;18542404;18;9083989;9083989;0;ventas_mostrador;3;1;0;1;0;0;0;0;1;0;1;0;0;0;0;50000;0;0;0;0;7033989;0;2000000;9083989;9083989;0;2019;1
12387;;;4453825;;123362;123362;15;150199;0;;231238;;1650440;;2044960;2709124;0;1501;1033247;6094938;1340854;6094938;9;8168522;8168522;0;ventas_telefono;3;1;1;0;0;0;0;0;0;0;1;0;1;0;;0;;;;;;;;;;;2015;1
12420;VENTA AL POR MAYOR NO ESPECIALIZADA;VENTA AL POR MAYOR NO ESPECIALIZADA;5574414;4630;770000;770000;15;150199;0;0;612123;EMPANIZADOS;-980839;12;1405814;2728173;6813;1501;347953;7538492;3404505;7538492;20;11308592;8373868;2927911;ventas_comisionistas 2017;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;8373868;0;0;0;0;0;0;0;11308592;11308592;0;2017;1
12420;MAQUINARIA DE INSUMOS ALIMENTARIOS VENTA DE INSUMOS ALIMENTARIOS;;6460561;4690;770000;770;15;150199;0;0;0;MAQUINARIA DE INSUMOS ALIMENTARIOS VENTA DE INSUMOS ALIMENTARIOS;1404829;12;3750175;2921954;1325095;1501;18106;8572504;1900375;8572504;20;6097058;4771963;0;ventas_otros;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4771963;0;4771963;4771963;0;2019;0
12480;VENTA AL POR MAYOR Y MENOR DE ABARROTES  DE PRIMERA NECESIDAD;;991999;4630;66223;66223;15;150199;0;0;0;ARROZ AZUCAR;444324;12;988673;1156189;0;1501;3256;2144862;0;2144862;9;3140419;3140419;0;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;3140419;0;0;3140419;3140419;0;2019;0
12481;VENTA AL POR MENOR DE OTROS PRODUCTOS NUEVOS EN COMERCIOS ESPECIALIZADOS;;4701290;4773;75463;75463;15;150199;0;0;0;PRODUCTOS AGROQUIMICOS;659398;12;702029;4152757;0;1501;20000;4854786;0;4854786;6;3398836;3398836;0;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;3398836;0;0;3398836;3398836;0;2019;0
12561;VENTA AL POR MENOR DE COMBUSTIBLE;;3919085;4730;2020000;2020000;15;150135;0;0;0;PETROLEO;707148;12;1964906;3465400;0;1501;0;5430306;0;5430306;15;8014385;8014385;0;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;8014385;0;0;8014385;8014385;0;2019;1
12587;VENTA DE ACCESORIOS PRA VEHICULOS AUTOMOTORES;;2776208;4530;1983868;1983868;15;150134;;;0;VENTA DE ACCESORIOS VEHICULARES;431569;12;1756693;2342743;0;1501;0;4099436;0;4099436;3;3923358;3923358;0;ventas_mostrador;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;3923358;0;0;3923358;3923358;0;2019;1
12606;VENTA DE AL POR MENOR DE PRODUCTOS FARMACEUTICOS Y MEDICINALES COSMETICOS Y ARTICULOS DE TOCADOR;;2182069;4772;1300;1300;15;150199;0;0;0;MEDICAMENTOS;546117;12;562138;1690206;0;1501;2;2272025;19681;2272025;13;2457196;2457196;0;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2457196;0;0;2457196;2457196;0;2019;0
12644;;;967620;;455711;455711;15;150199;0;;58520;;586249;;1055498;695407;0;1501;92698;1750905;0;1750905;25;7423221;7423221;0;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;0;0;;0;;;;;;;;;;;2015;1
12676;VENTA DE CITRICOS NARANJA TANGELO Y MANDARINA;;3406068;4630;2230000;2230000;15;150199;0;0;0;CITRICOS;3765709;12;763734;3382385;1270573;1501;16938;4195470;49351;4195470;70;7909936;6639363;0;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;6639363;0;0;6639363;6639363;0;2019;0
12777;VENTA DE VEHICULOS AUTOMOTORES;;3653117;4510;3200000;3200000;15;150140;0;0;0;VEHICULOS AUTOMOTORES;771302;12;1100798;6210924;429721;1501;0;8191346;879624;8191346;20;7399235;6969514;0;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;6969514;0;0;6969514;6969514;0;2019;1
12784;;;2447168;;249998;249998;15;150199;0;;33749;;1278733;;262697;2445902;337962;1501;440714;3093469;384870;3093469;6;8415124;8077162;0;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;0;1;;0;;;;;;;;;;;2015;1
12784;VENTA AL POR MENOR DE COMBUSTIBLES PARA VEHICULOS AUTOMOTORES;;2643405;4730;249998;2141568;15;150199;0;0;0;DIESEL B5 S50 UV;1295479;12;315596;2646875;330198;1501;306418;3199187;236716;3199187;22;8486905;8156707;0;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;100;0;0;0;0;0;2016;1
12793;;;9770192;;148096;148096;15;150199;0;;240636;;1606572;;2320964;7451245;0;1501;869615;9772209;0;9772209;4;7793166;7793166;0;ventas_comisionistas;2;1;0;0;0;1;0;0;0;0;0;0;1;0;;0;;;;;;;;;;;2015;0
12835;;;2440109;;233545;233545;15;150199;0;;0;;1421428;;0;2675069;0;1501;583135;2677557;2488;2677557;11;6954239;6954239;0;ventas_maquinas;1;1;0;0;0;0;0;1;0;0;0;0;0;0;;0;;;;;;;;;;;2015;1
12839;VENTA Y DISTRIBUCION DE HELADOS;;1113578;4630;77750;77750;15;150199;0;0;0;HELADOS DONOFRIO NESTLE;1885749;12;440632;997997;0;1501;0;1438629;0;1438629;13;6309830;6309830;0;ventas_domicilio;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;6309830;0;0;0;0;0;0;6309830;6309830;0;2019;0
12841;;;7936740;;3115186;3115186;15;150199;0;;15038;;753077;;1569545;6408769;0;1501;371856;7978314;0;7978314;15;8434047;8434047;0;ventas_domicilio;2;1;0;0;1;0;0;0;1;0;0;0;0;0;;0;;;;;;;;;;;2015;1
12841;VBENTA DE ABARROTES EN GENERAL;VBENTA DE ABARROTES EN GENERAL;8775770;4630;3115186;3115186;15;150199;0;0;42212;PAPEL HIGIENICO;890273;12;2013818;6788387;0;1501;312184;8802205;0;8802205;15;7506642;7506642;0;ventas_domicilio 2017;2;1;0;0;1;0;0;0;1;0;0;0;0;1;0;0;7431575.58;0;0;0;75066.42;0;0;7506642;7506642;0;2017;1
12841;VENTAS DE ALIMENTOS DE CONSUMO MASIVO;;7941654;4630;3115186;3115186;15;150199;0;0;0;COLGATE TRIPLE;395857;12;1214183;6961645;0;1501;3296;8175828;0;8175828;15;4045009;4045009;0;ventas_domicilio;2;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;3640509;0;0;0;404500;0;0;4045009;4045009;0;2019;0
12847;VENTA DE ARTEFACTOS ELECTRICOS DE USO DOMESTICO;;4911311;4759;917903;917903;15;150199;;;0;TELEVISORES;577737;12;2683344;3199301;0;1501;26202;5882645;0;5882645;26;5049502;5049502;0;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;5049502;0;0;5049502;5049502;0;2019;0
12955;SERVICIO DE AIRE ACONDICIONADO Y FABRICACION Y ENSAMBLAJE DE VEHICULOS MENORES;;2088078;4510;51300;51300;15;150199;0;0;0;SERVICIO DE AIRE ACONDICIONADO;1008620;12;147465;1817755;0;1501;7;2388614;423394;2388614;11;5860137;5860137;0;ventas_otros;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5860137;0;5860137;5860137;0;2019;0
12973;VENTA DE PAPELES EN GENERAL POR MAYOR Y MENOR A EMPRESAS GRAFICAS;;4408351;4649;900000;900000;15;150103;0;130180;0;AUTOADH ARCLAD;1400254;12;1229360;3475401;0;1501;5452;4704761;0;4704761;10;6377044;6377044;0;ventas_mostrador;3;1;1;0;0;0;0;0;1;0;1;0;0;1;1275409;0;0;0;0;0;4782783;0;318852;6377044;6377044;0;2019;1
13062;VENTA DE EQUIPOS INFORMATICOS;;1234993;4651;456178;456178;15;150199;0;0;0;EQUIPOS INFORMATICOS;427055;12;724517;636648;179647;1501;15354;1361165;0;1361165;10;2701506;2521859;0;ventas_ecommerce;3;1;1;0;0;1;0;0;1;0;0;0;0;0;630464;0;0;1513115;0;0;378280;0;0;2521859;2521859;0;2019;0
13065;VENTA DE GEOSINTETICOS;VENTA DE GEOSINTETICOS;9367390;4663;3000000;3000000;15;150199;0;0;419410;GEBOLSAS;1836642;12;6060929;5029474;0;1501;-449670;11090403;0;11090403;19;7995603;7995603;0;ventas_telefono 2017;3;1;1;0;1;0;0;0;0;0;1;0;0;1;1599120.6;0;2398680.9;0;0;0;0;0;3997801.5;7995603;7995603;0;2017;1
13065;VENTA DE GEOSINTETICOS;;9367390;4663;3000000;3000000;15;150199;0;0;0;GEBOLSAS;1836642;12;6060929;5029474;0;1501;1163720;11090403;0;11090403;19;7995603;7995603;0;0;;1;;;;;;;;;;;0;0;;;;;;;;;;;;0;2019;0
13069;COMERCIALIZACION DE PRODUCTOS INFORMATICOS Y SERVICIOS RELACIONADOS A LOS MISMOS;;2390887;4651;377715;377715;15;150199;0;0;0;PRODUCTOS INFORMATICOS;899626;12;1276609;1208146;0;1501;199296;2518375;33620;2518375;13;7361394;7361394;0;ventas_catalogo;1;1;1;0;0;0;0;0;0;0;0;0;0;0;7361394;0;0;0;0;0;0;0;0;7361394;7361394;0;2019;0
13150;COMPRA VENTA IMPORTACION Y COMERCIALIZACION DE LLANTAS;;4145166;4530;1520477;1520477;15;150199;0;0;0;LLANTAS;511785;12;727010;4017346;11576;1501;1023;4744356;0;4744356;5;2552338;2540762;0;ventas_otros;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2540762;0;2540762;2540762;0;2019;0
13187;OTRAS ACTIVIDADES DE VENTA AL POR MENOR EN COMERCIOS NO ESPECIALIZADOS;;2576642;4719;286000;20000;15;150199;0;0;0;GOLOSINAS;1118578;12;1097370;1235059;0;1501;0;2743881;411452;2743881;15;5745468;5745468;0;ventas_domicilio;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;5745468;0;0;0;0;0;0;5745468;5745468;0;2019;0
13232;;;3248021;;1142496;1142496;15;150199;0;;32345;;1360749;;667131;2843694;15910;1501;577359;3510825;0;3510825;14;8456269;8440359;0;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;0;0;;0;;;;;;;;;;;2015;1
13232;VENTA AL POR MENOR DE COMBUSTIBLE;;3955781;4730;1142496;13895479;15;150199;0;0;150906;DIESEL B5 GASOLINA 84 Y 90 OCT;1456800;12;1011652;3189520;40266;1501;515160;4201172;0;4201172;13;6960357;6920091;0;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;2016;1
13232;VENTA AL POR MENOR DE COMBUSTIBLE;;3955781;4730;1142496;1142496;15;150199;0;0;0;DIESEL B5 GASOLINA 84 Y 90 OCT;1456800;12;1011652;3189520;40266;1501;0;4201172;0;4201172;13;6960357;6920091;0;0;;1;;;;;;;;;;;0;0;;;;;;;;;;;;0;2019;0
13243;VENTA AL POR MAYOR DE COMBUSTIBLES SOLIDOS LIQUIDOS Y GASEOSOS Y PRODUCTOS CONEXOS;;2320376;4661;1029491;1029491;15;150199;0;0;0;LUBRICANTES PARA VEHICULOS;494913;7;1794570;1364383;0;1501;22705;3522502;363549;3522502;8;5662402;5662402;0;ventas_comisionistas;2;1;0;1;0;0;0;0;1;0;0;0;0;0;0;3963682;0;0;0;0;1698720;0;0;5662402;5662402;0;2019;0
13251;VENTA DE MOTOCICLETAS MANTENIMIENTO Y REPARACION;;8818037;4540;2605369;457838;15;150199;0;0;414455;MOTOCICLETAS PARTES PIEZAS Y ACCESORIOS;861249;12;1434764;5719401;635247;1501;889685;13552637;6398472;13552637;13;7946496;7311249;0;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;2016;0
13260;;;11874234;;3189102;3189102;15;150199;0;;169024;;1459408;;396198;12760025;1863;1501;69582;13174008;17785;13174008;15;7049292;7047429;0;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;0;1;;0;;;;;;;;;;;2015;0
13306;;;2719055;;2452505;2452505;15;150199;0;;368;;1828201;;69261;2935989;0;1501;651413;3193272;188022;3193272;6;8807713;8807713;0;ventas_maquinas;1;1;0;0;0;0;0;1;0;0;0;0;0;0;;0;;;;;;;;;;;2015;1
13364;VENTA DE COMBUSTIBLE AL POR MENOR;;11773087;4730;4411014;4411014;15;150101;0;0;0;DIESEL PETROLEO GASOHOL;737385;12;6876194;6119214;0;1501;590820;12995408;0;12995408;6;8232684;8232684;0;ventas_maquinas;1;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;8232684;0;0;0;8232684;8232684;0;2019;1
13374;COMERCIO AP POR MAYOR DE PRODUCTOS EN TIENDAS NO ESPECIALIZADAS;;3051968;4690;874128;874128;15;150131;0;0;0;ALGODON CKF;1702337;12;2213612;1858747;0;1501;27455;4072359;0;4072359;15;8041947;8050510;-8563;ventas_otros;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;805051;0;0;0;0;0;7245459;0;8050510;8050510;0;2019;1
13431;VENTA AL POR MENOR DE ARTICULOS DE FERRETERIA Y PINTURAS;;710442;4752;270001;270001;15;150101;0;0;0;ARTICULOS DE FERRETERIA Y PINTURA;1096039;12;138725;598976;0;1501;4;737701;0;737701;12;6901215;6901215;0;ventas_mostrador;3;0;1;0;0;0;0;0;1;0;1;0;0;0;162000;0;0;0;0;0;6439215;0;300000;6901215;6901215;0;2019;1
13438;VENTA DE ARTICULOS DE FERRETERIA;;2430397;4752;130420;130420;15;150136;4472;4893;0;PLANCHA DE ETERNIT Y TANQUES DE ETERNIT;551744;12;378783;2171558;0;1501;0;2550341;0;2550341;6;4081885;4081885;0;ventas_otros;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1632754;0;0;0;0;0;0;2449131;0;4081885;4081885;0;2019;1
13482;;;2960287;;1678900;1678900;15;150199;0;;362733;;665489;;2606179;2229450;498949;1501;440043;4835629;0;4835629;19;8993727;8494778;0;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;0;0;;0;;;;;;;;;;;2015;1
13482;VENTA AL POR MENOR DE MATERIALES DE CONSTRUCCION;;3392549;4752;1678900;1678900;15;150199;0;0;0;CEMENTO Y FIERRO;673384;12;1941532;2706998;0;1501;1121134;4808577;160047;4808577;18;5609568;5609568;0;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;5609568;0;0;5609568;5609568;0;2019;0
13513;VENTA DE INSUMOS QUIMICOS Y DE LABORATORIO;VENTA DE INSUMOS QUIMICOS Y DE LABORATORIO;4602088;4669;900000;900000;15;150199;0;0;164975;CAL;1500954;12;937897;4934022;0;1501;-146771;5871919;0;5871919;9;8806982;8806982;0;ventas_mostrador 2018;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8806982;8806982;0;2018;0
13543;VENTA DE VEHICULOS;;10714392;4510;7072959;7072959;15;150199;0;0;0;VEHICULOS;365362;12;4561212;7378116;278257;1501;13374;27100498;15161170;27100498;11;5227866;4949609;0;ventas_mostrador;2;1;1;0;0;0;0;0;1;0;0;0;0;0;244531;0;0;0;0;0;4705078;0;0;4949609;4949609;0;2019;0
13554;VENTA AL POR MAYOR Y MENOR DE ACABADOS DE CONSTRUCCION;;6408956;4663;1844622;17121840;15;150199;416939;517653;121535;PISOS TERMAS GRIFERIAS MAYOLICAS;2201444;12;2117962;1959545;0;1501;459803;6862935;2785428;6862935;23;8521475;8521475;22110121;ventas_mostrador;2;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;5;0;0;90;0;0;0;0;0;2016;1
13554;VENTA AL POR MAYOR Y MENOR DE MERCADERIA PARA ACABADOS DE CONSTRUCCION;;3544881;4663;1344622;1344622;15;150199;0;0;0;ACCESORIOS PARA BAÑOS;1035008;12;808213;858780;0;1501;5282;3606359;1939366;3606359;14;3980761;3980761;0;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;3980761;0;0;3980761;3980761;0;2019;0
13567;VENTA DE COMBUSTIBLE AL POR MENOR;;4842972;4730;29423;29423;15;150131;0;0;0;DIESEL B5;613811;12;2892722;2252903;0;1501;2;5274317;128692;5274317;8;7863958;7863958;0;ventas_mostrador;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;7863958;0;0;7863958;7863958;0;2019;1
13725;;;2027161;;900001;90001;15;150199;45270;;208844;;1848833;;1113892;3949470;0;1501;647248;5067663;4301;5067663;8;7087004;7087004;0;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;0;0;;0;;;;;;;;;;;2015;0
13766;AUTOPARTES;AUTOPARTES;9587911;4530;1076427;1076427;15;150199;0;0;144483;AUTOPARTES DE CAMIONES;2547584;12;1009617;10740085;0;1501;871906;12799700;1049998;12799700;19;7185865;7185865;0;ventas_mostrador 2018;3;1;1;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;7185865;7185865;0;2018;0
13926;VENTA AL POR MAYOR NO ESPECIALIZADA;VENTA AL POR MAYOR NO ESPECIALIZADA;2659414;4630;1778940;1778940;15;150130;0;0;606602;POLLOS BENEFICIADOS;382369;12;9979441;10432040;224916;1501;2948731;20411481;0;20411481;13;70607285;382369;70000000;ventas_mostrador 2018;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;382369;0;0;70607285;70607285;0;2018;1
14039;IMPORTACION Y COMERCIALIZACION DE EQUIPOS INDUSTRIALES;;12942126;4659;2490000;4116617;15;150122;0;0;5635397;BOMBAS;3264778;12;10176625;12243324;5005912;1501;-100671;24093822;1673873;24093822;24;14305949;8595488;0;ventas_ferias;4;1;1;0;1;0;1;0;0;0;1;0;0;1;30;0;20;0;40;0;0;0;10;0;0;0;2016;1
14039;IMPORTACION Y COMERCIALIZACION DE EQUIPOS INDUSTRIALES;IMPORTACION Y COMERCIALIZACION DE EQUIPOS INDUSTRIALES;22003618;4659;2490000;2490000;15;150122;0;0;1495229;BOMBAS;7418492;12;8546753;15947642;4912135;1501;1033770;24672867;178472;24672867;14;13369692;7821122;636435;ventas_ferias 2017;4;0;1;0;1;0;1;0;0;0;1;0;0;0;2346336.6;0;1564224.4;0;3128448.8;0;0;0;782112.2;13369692;13369692;0;2017;1
14039;IMPORTACION Y COMERCIALIZACION DE EQUIPOS INDUSTRIALES;;29267369;4659;5490000;5490000;15;150122;0;245116;0;BOMBAS;7724482;12;6404951;16628800;4731699;1501;338198;32497575;9463824;32497575;34;13654155;8068688;853768;ventas_ferias;4;1;1;0;1;0;1;0;0;0;1;0;0;1;2420607;0;1613737;0;3227475;0;0;0;806869;8068688;8068688;0;2019;1
14087;VENTA AL POR MENOR DE COMBUSTIBLE PARA VEHICULOS AUTOMOTORES EN COMERCIOS ESPECIALIZADOS;;3577390;4730;500;500;15;150131;42233;0;0;COMBUSTIBLE LIQUIDOS Y GLP;914687;12;672544;6135014;0;1501;147403;6807558;0;6807558;12;9063211;9063211;0;ventas_mostrador;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;9063211;0;0;9063211;9063211;0;2019;1
14122;;;9996214;;3056000;3056000;15;150199;0;;501156;;4951812;;5217723;12027013;0;1501;2617221;21887498;4642762;21887498;10;8612916;8612916;0;ventas_otros;3;1;1;0;0;0;0;0;1;1;0;0;0;1;;0;;;;;;;;;;;2015;1
14122;VENTA DE EQUIPOS MEDICOS;VENTA DE EQUIPOS MEDICOS;9195767;4659;3056000;3056000;15;150199;2388627;3464690;387904;MONITORES;4486594;12;7737407;12403650;0;1501;2036762;20141057;0;20141057;16;7537450;7537450;0;ventas_otros 2017;2;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;1507490;0;0;6029960;0;7537450;7537450;0;2017;0
14135;VENTAS  PRODUCTOS Y SERVICIOS INFORMATICOS  LOGISTICA;;4976141;4651;1200400;1200400;15;150131;0;0;0;PRODUCTOS INFORMATICOS;1683397;12;5826047;3916142;0;1501;14414;9742189;0;9742189;3;8818123;8818123;0;ventas_ecommerce;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;8818123;0;0;0;0;0;8818123;8818123;0;2019;1
14174;COMPRA Y VENTA DE PRODUCTOS VETERINARIOS A NIVEL NACIONAL;;4856171;4620;2610057;2610057;15;150199;;;0;ADITIVOS VACUNAS;1220868;12;0;2881187;0;1501;0;6078831;3197644;6078831;13;5039001;5039001;0;ventas_mostrador;4;1;1;0;1;0;0;0;1;0;1;0;0;0;1500000;0;39001;0;0;0;3000000;0;500000;5039001;5039001;0;2019;0
14209;VENTA DE COMBUSTIBLES LIQUIDOS;;2249829;4730;1408431;10895628;15;150199;0;0;170827;COMBUSTIBLESN LUBRICANTES;626863;12;129297;1537003;0;1501;399837;3346300;1680000;3346300;17;6996793;6996793;0;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;100;0;0;0;0;0;2016;0
14238;VENTA DE COMBUSTIBLE AL POR MENOR;;611935;4730;650000;650000;15;150105;0;710110;0;DIESEL Y GASOHOL;955707;12;167175;2150121;24355;1501;193680;2329222;11926;2329222;20;7819192;7794837;0;ventas_mostrador;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;7794837;0;0;7794837;7794837;0;2019;1
14315;;;2621561;;413371;413371;15;150199;0;;9278;;2752048;;3938200;2827228;0;1501;484355;6765428;0;6765428;2;7210927;7210927;0;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;0;0;;0;;;;;;;;;;;2015;0
14376;;;6242014;;413569;413569;15;150199;0;;153644;;3653344;;1608207;5095230;540000;1501;3725884;6703437;0;6703437;10;9484584;8944584;0;ventas_otros;1;1;0;0;0;0;0;0;0;1;0;0;0;0;;0;;;;;;;;;;;2015;1
14400;VENTA AL POR MAYOR Y MENOR DE MATERIALES DE CONSTRUCCION Y ARTICULOS DE FERRETERIA Y FONTANERIA;;3740045;4663;1541837;1541837;15;150199;0;0;0;ARTICULOS DE FERRETERIA;1372244;12;2674801;2044497;0;1501;44764;4804643;85345;4804643;24;6748884;6748884;0;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;6748884;0;0;6748884;6748884;0;2019;0
